11,Kmeans,1.5019896030426025
11,Kmeans,1.4131090641021729
11,Kmeans,1.484908103942871
11,Kmeans,1.3636093139648438
11,Kmeans,1.3366663455963135
11,Kmeans,1.4060990810394287
11,Kmeans,1.303370475769043
11,Kmeans,1.3399434089660645
11,Kmeans,1.272815465927124
11,Kmeans,1.2714428901672363
11,Kmeans,1.3073015213012695
11,Kmeans,1.4710791110992432
11,Kmeans,1.4925470352172852
11,Kmeans,1.4937198162078857
11,Kmeans,1.396376609802246
11,Kmeans,1.3180780410766602
11,Kmeans,1.3573603630065918
11,Kmeans,1.312760353088379
11,Kmeans,1.334911584854126
11,Kmeans,1.2787823677062988
11,Kmeans,1.2534089088439941
11,Kmeans,1.338144063949585
11,Kmeans,1.4896636009216309
11,Kmeans,1.4664607048034668
11,Kmeans,1.4794206619262695
11,Kmeans,1.373612403869629
11,Kmeans,1.3766887187957764
11,Kmeans,1.3806133270263672
11,Kmeans,1.3250813484191895
11,Kmeans,1.3391916751861572
11,Kmeans,1.2888696193695068
11,Kmeans,1.2689566612243652
11,Kmeans,1.3025529384613037
11,Kmeans,1.5411860942840576
11,Kmeans,1.4331214427947998
11,Kmeans,1.4785668849945068
11,Kmeans,1.3754112720489502
11,Kmeans,1.4099619388580322
11,Kmeans,1.4147205352783203
11,Kmeans,1.3208868503570557
11,Kmeans,1.3172812461853027
11,Kmeans,1.304975986480713
11,Kmeans,1.2976021766662598
11,Kmeans,1.2853507995605469
11,Kmeans,1.4484906196594238
11,Kmeans,1.4733548164367676
11,Kmeans,1.4554884433746338
11,Kmeans,1.3494653701782227
11,Kmeans,1.3349409103393555
11,Kmeans,1.3777694702148438
11,Kmeans,1.272519826889038
11,Kmeans,1.3557829856872559
11,Kmeans,1.2732419967651367
11,Kmeans,1.300936222076416
11,Kmeans,1.3495867252349854
11,Kmeans,1.460167646408081
11,Kmeans,1.5416767597198486
11,Kmeans,1.454899787902832
11,Kmeans,1.3676667213439941
11,Kmeans,1.3125970363616943
11,Kmeans,1.3924262523651123
11,Kmeans,1.2865264415740967
11,Kmeans,1.3193767070770264
11,Kmeans,1.304243803024292
11,Kmeans,1.284545660018921
11,Kmeans,1.3330514430999756
11,Kmeans,1.4623498916625977
11,Kmeans,1.5269460678100586
11,Kmeans,1.5001733303070068
11,Kmeans,1.3640613555908203
11,Kmeans,1.3770992755889893
11,Kmeans,1.3660800457000732
11,Kmeans,1.303849458694458
11,Kmeans,1.360353946685791
11,Kmeans,1.3070001602172852
11,Kmeans,1.2996940612792969
11,Kmeans,1.3020672798156738
11,Kmeans,1.4479076862335205
11,Kmeans,1.466789960861206
11,Kmeans,1.452761173248291
11,Kmeans,1.3611085414886475
11,Kmeans,1.2844750881195068
11,Kmeans,1.4400951862335205
11,Kmeans,1.2923517227172852
11,Kmeans,1.317866563796997
11,Kmeans,1.2933056354522705
11,Kmeans,1.2193260192871094
11,Kmeans,1.2787938117980957
11,Kmeans,1.4705321788787842
11,Kmeans,1.5121595859527588
11,Kmeans,1.5200774669647217
11,Kmeans,1.3558950424194336
11,Kmeans,1.3677546977996826
11,Kmeans,1.3550286293029785
11,Kmeans,1.2613849639892578
11,Kmeans,1.3003695011138916
11,Kmeans,1.2752196788787842
11,Kmeans,1.2466092109680176
11,Kmeans,1.3201844692230225
11,Kmeans,1.4640474319458008
