Antena,Fecha,Latitud,Longitud,Codigo,Temp_max_emas,Temp_min_emas,Hidroregion,Topoforma,Temp_max_merra,Temp_min_merra,Differential_max,Differential_min,Temp_mean_merra,Temp_mean_emas,Humedad,Presion_barometrica,Precipitacion,Radiacion_solar,Etiqueta_clase
12195,01/03/2019,17.19,-98.41,12195,-99,-99,Balsas,Sierra,31.77777,15.14603,-99,-99,22.07867,NA,NA,NA,NA,NA,0
12195,02/03/2019,17.19,-98.41,12195,-99,-99,Balsas,Sierra,33.21326,15.75232,-99,-99,22.79849,NA,NA,NA,NA,NA,0
12197,01/03/2019,16.92,-99.8,12197,-99,-99,Costa Grande de Guerrero,Lomer?o,30.34872,22.06235,-99,-99,25.12515,NA,NA,NA,NA,NA,0
12197,02/03/2019,16.92,-99.8,12197,-99,-99,Costa Grande de Guerrero,Lomer?o,31.8924,22.11963,-99,-99,25.79639,NA,NA,NA,NA,NA,0
12198,01/03/2019,17.49,-99.45,12198,-99,-99,Costa Chica de Guerrero,Lomer?o,32.51883,16.2287,-99,-99,22.86945,NA,NA,NA,NA,NA,0
12198,02/03/2019,17.49,-99.45,12198,-99,-99,Costa Chica de Guerrero,Lomer?o,33.74133,15.63403,-99,-99,23.21301,NA,NA,NA,NA,NA,0
12199,01/03/2019,17.91,-98.48,12199,-99,-99,Balsas,Lomer?o,33.12823,14.7113,-99,-99,22.96442,NA,NA,NA,NA,NA,0
12199,02/03/2019,17.91,-98.48,12199,-99,-99,Balsas,Lomer?o,34.63382,15.76456,-99,-99,24.06024,NA,NA,NA,NA,NA,0
12200,01/03/2019,17.47,-98.52,12200,-99,-99,Balsas,Sierra,31.80951,13.66327,-99,-99,21.49109,NA,NA,NA,NA,NA,0
12200,02/03/2019,17.47,-98.52,12200,-99,-99,Balsas,Sierra,33.23923,14.44012,-99,-99,22.3042,NA,NA,NA,NA,NA,0
12202,01/03/2019,16.93,-99.78,12202,-99,-99,Costa Grande de Guerrero,Lomer?o,30.46692,21.91199,-99,-99,25.08405,NA,NA,NA,NA,NA,0
12202,02/03/2019,16.93,-99.78,12202,-99,-99,Costa Grande de Guerrero,Lomer?o,32.03375,21.95343,-99,-99,25.75803,NA,NA,NA,NA,NA,0
12204,01/03/2019,17.6,-99.93,12204,-99,-99,Balsas,Sierra,32.73395,17.09558,-99,-99,23.41028,NA,NA,NA,NA,NA,0
12204,02/03/2019,17.6,-99.93,12204,-99,-99,Balsas,Sierra,33.75534,16.65228,-99,-99,23.84259,NA,NA,NA,NA,NA,0
12205,01/03/2019,16.95,-98.66,12205,-99,-99,Costa Chica de Guerrero,Sierra,31.77475,17.88788,-99,-99,23.39877,NA,NA,NA,NA,NA,0
12205,02/03/2019,16.95,-98.66,12205,-99,-99,Costa Chica de Guerrero,Sierra,32.92404,18.15036,-99,-99,23.96924,NA,NA,NA,NA,NA,0
12206,01/03/2019,17.72,-98.98,12206,-99,-99,Balsas,Sierra,32.80786,14.77298,-99,-99,22.64542,NA,NA,NA,NA,NA,0
12206,02/03/2019,17.72,-98.98,12206,-99,-99,Balsas,Sierra,33.93021,15.49438,-99,-99,23.30655,NA,NA,NA,NA,NA,0
12207,01/03/2019,18.6,-99.54,12207,-99,-99,Balsas,Meseta,32.6933,14.52667,-99,-99,23.03568,NA,NA,NA,NA,NA,0
12207,02/03/2019,18.6,-99.54,12207,-99,-99,Balsas,Meseta,33.27646,15.35342,-99,-99,23.47717,NA,NA,NA,NA,NA,0
12208,01/03/2019,16.37,-98.54,12208,-99,-99,Costa Chica de Guerrero,Lomer?o,31.10574,24.18643,-99,-99,26.8739,NA,NA,NA,NA,NA,0
12208,02/03/2019,16.37,-98.54,12208,-99,-99,Costa Chica de Guerrero,Lomer?o,31.44989,24.67447,-99,-99,27.24509,NA,NA,NA,NA,NA,0
12209,01/03/2019,18.68,-99.56,12209,-99,-99,Balsas,Lomer?o,32.10324,13.85059,-99,-99,22.35675,NA,NA,NA,NA,NA,0
12209,02/03/2019,18.68,-99.56,12209,-99,-99,Balsas,Lomer?o,32.55994,14.71121,-99,-99,22.77878,NA,NA,NA,NA,NA,0
12210,01/03/2019,18.55,-100.6,12210,-99,-99,Balsas,Llanura,35.92154,19.05539,-99,-99,26.5177,NA,NA,NA,NA,NA,0
12210,02/03/2019,18.55,-100.6,12210,-99,-99,Balsas,Llanura,36.29626,19.78659,-99,-99,26.83319,NA,NA,NA,NA,NA,0
12211,01/03/2019,17.75,-100.2,12211,-99,-99,Balsas,Valle,33.05194,17.1947,-99,-99,23.81604,NA,NA,NA,NA,NA,0
12211,02/03/2019,17.75,-100.2,12211,-99,-99,Balsas,Valle,33.99225,17.03915,-99,-99,24.22015,NA,NA,NA,NA,NA,0
12212,01/03/2019,18.2,-99.18,12212,-99,-99,Balsas,Sierra,33.50031,15.67682,-99,-99,23.78412,NA,NA,NA,NA,NA,0
12212,02/03/2019,18.2,-99.18,12212,-99,-99,Balsas,Sierra,34.36243,16.26971,-99,-99,24.26917,NA,NA,NA,NA,NA,0
12214,01/03/2019,16.79,-98.94,12214,-99,-99,Costa Chica de Guerrero,Sierra,31.6846,20.37131,-99,-99,24.80051,NA,NA,NA,NA,NA,0
12214,02/03/2019,16.79,-98.94,12214,-99,-99,Costa Chica de Guerrero,Sierra,32.58862,20.6644,-99,-99,25.32822,NA,NA,NA,NA,NA,0
12215,01/03/2019,18.67,-99.5,12215,-99,-99,Balsas,Sierra,32.24933,13.89044,-99,-99,22.45728,NA,NA,NA,NA,NA,0
12215,02/03/2019,18.67,-99.5,12215,-99,-99,Balsas,Sierra,32.67581,14.71164,-99,-99,22.85092,NA,NA,NA,NA,NA,0
12216,01/03/2019,18.35,-99.53,12216,-99,-99,Balsas,Valle,33.37756,15.51642,-99,-99,23.81052,NA,NA,NA,NA,NA,0
12216,02/03/2019,18.35,-99.53,12216,-99,-99,Balsas,Valle,34.15521,16.16229,-99,-99,24.24222,NA,NA,NA,NA,NA,0
12217,01/03/2019,16.73,-99.12,12217,-99,-99,Costa Chica de Guerrero,Lomer?o,31.14398,22.27222,-99,-99,25.71246,NA,NA,NA,NA,NA,0
12217,02/03/2019,16.73,-99.12,12217,-99,-99,Costa Chica de Guerrero,Lomer?o,31.90155,22.50903,-99,-99,26.17609,NA,NA,NA,NA,NA,0
12218,01/03/2019,17.66,-101.59,12218,-99,-99,Costa Grande de Guerrero,Llanura,28.99182,23.36304,-99,-99,25.58771,NA,NA,NA,NA,NA,0
12218,02/03/2019,17.66,-101.59,12218,-99,-99,Costa Grande de Guerrero,Llanura,30.34772,23.28314,-99,-99,25.85492,NA,NA,NA,NA,NA,0
12219,01/03/2019,17.01,-100.09,12219,-99,-99,Costa Grande de Guerrero,Llanura,30.46469,21.6608,-99,-99,24.87198,NA,NA,NA,NA,NA,0
12219,02/03/2019,17.01,-100.09,12219,-99,-99,Costa Grande de Guerrero,Llanura,32.23175,21.72363,-99,-99,25.62845,NA,NA,NA,NA,NA,0
12220,01/03/2019,16.62,-99.09,12220,-99,-99,NaN,NaN,30.94601,23.63428,-99,-99,26.44788,NA,NA,NA,NA,NA,0
12220,02/03/2019,16.62,-99.09,12220,-99,-99,NaN,NaN,31.36905,24.04556,-99,-99,26.86102,NA,NA,NA,NA,NA,0
12221,01/03/2019,17.21,-100.76,12221,-99,-99,Costa Grande de Guerrero,Llanura,29.48276,21.95749,-99,-99,24.81113,NA,NA,NA,NA,NA,0
12221,02/03/2019,17.21,-100.76,12221,-99,-99,Costa Grande de Guerrero,Llanura,31.09396,22.15103,-99,-99,25.44785,NA,NA,NA,NA,NA,0
12222,01/03/2019,18.35,-99.48,12222,-99,-99,Balsas,Valle,33.41238,15.49374,-99,-99,23.81628,NA,NA,NA,NA,NA,0
12222,02/03/2019,18.35,-99.48,12222,-99,-99,Balsas,Valle,34.18048,16.13513,-99,-99,24.23862,NA,NA,NA,NA,NA,0
12223,01/03/2019,16.83,-99.78,12223,-99,-99,Costa Grande de Guerrero,Llanura,29.97308,22.72415,-99,-99,25.42065,NA,NA,NA,NA,NA,0
12223,02/03/2019,16.83,-99.78,12223,-99,-99,Costa Grande de Guerrero,Llanura,31.22217,22.81525,-99,-99,26.00238,NA,NA,NA,NA,NA,0
12224,01/03/2019,18.18,-100.89,12224,-99,-99,Balsas,Valle,34.4549,18.32208,-99,-99,25.14319,NA,NA,NA,NA,NA,0
12224,02/03/2019,18.18,-100.89,12224,-99,-99,Balsas,Valle,35.69818,18.88248,-99,-99,25.6395,NA,NA,NA,NA,NA,0
12225,01/03/2019,18.07,-100.51,12225,-99,-99,Balsas,Valle,34.74371,17.74554,-99,-99,25.05145,NA,NA,NA,NA,NA,0
12225,02/03/2019,18.07,-100.51,12225,-99,-99,Balsas,Valle,35.36948,18.22348,-99,-99,25.36603,NA,NA,NA,NA,NA,0
12226,01/03/2019,16.45,-98.64,12226,-99,-99,Costa Chica de Guerrero,Llanura,31.41046,24.24411,-99,-99,26.9931,NA,NA,NA,NA,NA,0
12226,02/03/2019,16.45,-98.64,12226,-99,-99,Costa Chica de Guerrero,Llanura,31.7226,24.79791,-99,-99,27.40701,NA,NA,NA,NA,NA,0
12227,01/03/2019,17.52,-98.49,12227,-99,-99,Balsas,Sierra,31.89249,13.46823,-99,-99,21.47961,NA,NA,NA,NA,NA,0
12227,02/03/2019,17.52,-98.49,12227,-99,-99,Balsas,Sierra,33.39764,14.30246,-99,-99,22.37036,NA,NA,NA,NA,NA,0
12228,01/03/2019,17.37,-98.84,12228,-99,-99,Costa Chica de Guerrero,Sierra,31.92038,14.56091,-99,-99,21.92432,NA,NA,NA,NA,NA,0
12228,02/03/2019,17.37,-98.84,12228,-99,-99,Costa Chica de Guerrero,Sierra,33.10858,15.17184,-99,-99,22.54282,NA,NA,NA,NA,NA,0
12230,01/03/2019,16.65,-98.88,12230,-99,-99,Costa Chica de Guerrero,Lomer?o,31.6937,22.37997,-99,-99,25.9827,NA,NA,NA,NA,NA,0
12230,02/03/2019,16.65,-98.88,12230,-99,-99,Costa Chica de Guerrero,Lomer?o,32.24988,22.85583,-99,-99,26.46631,NA,NA,NA,NA,NA,0
12231,01/03/2019,17.02,-98.2,12231,-99,-99,Costa Chica de Guerrero,Sierra,31.83905,15.3241,-99,-99,22.14551,NA,NA,NA,NA,NA,0
12231,02/03/2019,17.02,-98.2,12231,-99,-99,Costa Chica de Guerrero,Sierra,33.20251,16.04755,-99,-99,22.75253,NA,NA,NA,NA,NA,0
12232,01/03/2019,16.7,-99.4,12232,-99,-99,Costa Chica de Guerrero,Lomer?o,30.63928,23.24448,-99,-99,26.09778,NA,NA,NA,NA,NA,0
12232,02/03/2019,16.7,-99.4,12232,-99,-99,Costa Chica de Guerrero,Lomer?o,31.30899,23.43396,-99,-99,26.51462,NA,NA,NA,NA,NA,0
12233,01/03/2019,17.25,-100.57,12233,-99,-99,Costa Grande de Guerrero,Sierra,29.90076,21.10657,-99,-99,24.46408,NA,NA,NA,NA,NA,0
12233,02/03/2019,17.25,-100.57,12233,-99,-99,Costa Grande de Guerrero,Sierra,31.55655,21.31549,-99,-99,25.12616,NA,NA,NA,NA,NA,0
12234,01/03/2019,16.75,-99.24,12234,-99,-99,Costa Chica de Guerrero,Llanura,30.99078,22.4408,-99,-99,25.74969,NA,NA,NA,NA,NA,0
12234,02/03/2019,16.75,-99.24,12234,-99,-99,Costa Chica de Guerrero,Llanura,31.83347,22.57733,-99,-99,26.20801,NA,NA,NA,NA,NA,0
12236,01/03/2019,16.71,-99.12,12236,-99,-99,Costa Chica de Guerrero,Llanura,31.07944,22.57208,-99,-99,25.86664,NA,NA,NA,NA,NA,0
12236,02/03/2019,16.71,-99.12,12236,-99,-99,Costa Chica de Guerrero,Llanura,31.76825,22.84027,-99,-99,26.31812,NA,NA,NA,NA,NA,0
12238,01/03/2019,18.22,-99.21,12238,-99,-99,Balsas,Sierra,33.48471,15.66208,-99,-99,23.7934,NA,NA,NA,NA,NA,0
12238,02/03/2019,18.22,-99.21,12238,-99,-99,Balsas,Sierra,34.32458,16.23087,-99,-99,24.24939,NA,NA,NA,NA,NA,0
12240,01/03/2019,17.98,-102.11,12240,-99,-99,Balsas,NaN,30.02826,22.76257,-99,-99,25.49176,NA,NA,NA,NA,NA,0
12240,02/03/2019,17.98,-102.11,12240,-99,-99,Balsas,NaN,31.24887,22.70773,-99,-99,25.68823,NA,NA,NA,NA,NA,0
12241,01/03/2019,17.8,-101.67,12241,-99,-99,Costa Grande de Guerrero,Llanura,29.82697,22.95248,-99,-99,25.64417,NA,NA,NA,NA,NA,0
12241,02/03/2019,17.8,-101.67,12241,-99,-99,Costa Grande de Guerrero,Llanura,31.26544,22.91425,-99,-99,25.90274,NA,NA,NA,NA,NA,0
12242,01/03/2019,16.8,-99.18,12242,-99,-99,Costa Chica de Guerrero,Lomer?o,31.27338,21.539,-99,-99,25.31982,NA,NA,NA,NA,NA,0
12242,02/03/2019,16.8,-99.18,12242,-99,-99,Costa Chica de Guerrero,Lomer?o,32.28717,21.62317,-99,-99,25.81769,NA,NA,NA,NA,NA,0
12243,01/03/2019,18.75,-99.68,12243,-99,-99,Balsas,Lomer?o,31.16296,13.20206,-99,-99,21.50479,NA,NA,NA,NA,NA,0
12243,02/03/2019,18.75,-99.68,12243,-99,-99,Balsas,Lomer?o,31.65643,14.27478,-99,-99,22.03348,NA,NA,NA,NA,NA,0
12244,01/03/2019,16.76,-98.44,12244,-99,-99,Costa Chica de Guerrero,Sierra,32.07587,19.44189,-99,-99,24.49603,NA,NA,NA,NA,NA,0
12244,02/03/2019,16.76,-98.44,12244,-99,-99,Costa Chica de Guerrero,Sierra,32.98022,19.94934,-99,-99,24.99414,NA,NA,NA,NA,NA,0
12248,01/03/2019,17.44,-98.45,12248,-99,-99,Balsas,Sierra,31.74847,13.62314,-99,-99,21.44287,NA,NA,NA,NA,NA,0
12248,02/03/2019,17.44,-98.45,12248,-99,-99,Balsas,Sierra,33.32532,14.38489,-99,-99,22.34521,NA,NA,NA,NA,NA,0
12249,01/03/2019,18.01,-99.28,12249,-99,-99,Balsas,Sierra,33.50162,15.92834,-99,-99,23.80829,NA,NA,NA,NA,NA,0
12249,02/03/2019,18.01,-99.28,12249,-99,-99,Balsas,Sierra,34.38446,16.26962,-99,-99,24.16699,NA,NA,NA,NA,NA,0
12257,01/03/2019,17.15,-99.42,12257,-99,-99,Costa Chica de Guerrero,Sierra,32.09488,18.81763,-99,-99,24.06546,NA,NA,NA,NA,NA,0
12257,02/03/2019,17.15,-99.42,12257,-99,-99,Costa Chica de Guerrero,Sierra,33.61981,18.46542,-99,-99,24.5918,NA,NA,NA,NA,NA,0
12259,01/03/2019,18.1,-101.7,12259,-99,-99,Costa Grande de Guerrero,Valle,31.60971,21.49112,-99,-99,25.47226,NA,NA,NA,NA,NA,0
12259,02/03/2019,18.1,-101.7,12259,-99,-99,Costa Grande de Guerrero,Valle,33.55859,21.74374,-99,-99,25.96286,NA,NA,NA,NA,NA,0
12261,01/03/2019,17.16,-99.54,12261,-99,-99,Costa Chica de Guerrero,Sierra,31.96249,18.99728,-99,-99,24.09808,NA,NA,NA,NA,NA,0
12261,02/03/2019,17.16,-99.54,12261,-99,-99,Costa Chica de Guerrero,Sierra,33.49753,18.67679,-99,-99,24.6431,NA,NA,NA,NA,NA,0
13001,01/03/2019,20.03,-98.84,13001,-99,-99,Panuco,Llanura,26.23361,8.57587,-99,-99,16.77667,NA,NA,NA,NA,NA,0
13001,02/03/2019,20.03,-98.84,13001,-99,-99,Panuco,Llanura,27.82712,8.11298,-99,-99,16.98575,NA,NA,NA,NA,NA,0
13002,01/03/2019,19.71,-98.45,13002,-99,-99,Panuco,Llanura,25.67932,7.37625,-99,-99,15.73224,NA,NA,NA,NA,NA,0
13002,02/03/2019,19.71,-98.45,13002,-99,-99,Panuco,Llanura,26.67041,8.84515,-99,-99,16.46844,NA,NA,NA,NA,NA,0
13003,01/03/2019,20.9,-98.58,13003,-99,-99,Panuco,Sierra,29.80557,15.47473,-99,-99,21.04871,NA,NA,NA,NA,NA,0
13003,02/03/2019,20.9,-98.58,13003,-99,-99,Panuco,Sierra,31.08856,16.03589,-99,-99,22.04871,NA,NA,NA,NA,NA,0
13006,01/03/2019,19.77,-98.58,13006,-99,-99,Panuco,Llanura,25.81976,7.63647,-99,-99,16.03314,NA,NA,NA,NA,NA,0
13006,02/03/2019,19.77,-98.58,13006,-99,-99,Panuco,Llanura,27.0191,7.97205,-99,-99,16.39471,NA,NA,NA,NA,NA,0
13007,01/03/2019,19.63,-98.67,13007,-99,-99,Panuco,Lomer?o,25.90494,7.22662,-99,-99,15.82462,NA,NA,NA,NA,NA,0
13007,02/03/2019,19.63,-98.67,13007,-99,-99,Panuco,Lomer?o,26.79999,7.49387,-99,-99,16.07007,NA,NA,NA,NA,NA,0
13008,01/03/2019,19.85,-98.94,13008,-99,-99,Panuco,Lomer?o,26.19064,7.98404,-99,-99,16.48441,NA,NA,NA,NA,NA,0
13008,02/03/2019,19.85,-98.94,13008,-99,-99,Panuco,Lomer?o,27.49402,7.92017,-99,-99,16.70212,NA,NA,NA,NA,NA,0
13009,01/03/2019,20.02,-98.64,13009,-99,-99,Panuco,Lomer?o,25.99777,8.5293,-99,-99,16.61346,NA,NA,NA,NA,NA,0
13009,02/03/2019,20.02,-98.64,13009,-99,-99,Panuco,Lomer?o,27.62601,8.26443,-99,-99,16.9079,NA,NA,NA,NA,NA,0
13010,01/03/2019,20.16,-99.35,13010,-99,-99,Panuco,Llanura,27.83762,9.4855,-99,-99,17.94699,NA,NA,NA,NA,NA,0
13010,02/03/2019,20.16,-99.35,13010,-99,-99,Panuco,Llanura,29.00488,10.47626,-99,-99,18.43826,NA,NA,NA,NA,NA,0
13011,01/03/2019,21.15,-98.39,13011,-99,-99,Panuco,Lomer?o,31.50851,18.51974,-99,-99,23.45972,NA,NA,NA,NA,NA,0
13011,02/03/2019,21.15,-98.39,13011,-99,-99,Panuco,Lomer?o,32.34604,18.92523,-99,-99,24.24973,NA,NA,NA,NA,NA,0
13012,01/03/2019,20.37,-99.65,13012,-99,-99,Panuco,Lomer?o,28.47769,9.95026,-99,-99,18.33838,NA,NA,NA,NA,NA,0
13012,02/03/2019,20.37,-99.65,13012,-99,-99,Panuco,Lomer?o,29.50641,11.31711,-99,-99,18.92285,NA,NA,NA,NA,NA,0
13013,01/03/2019,20.48,-99.22,13013,-99,-99,Panuco,Lomer?o,28.59735,11.03778,-99,-99,18.61551,NA,NA,NA,NA,NA,0
13013,02/03/2019,20.48,-99.22,13013,-99,-99,Panuco,Lomer?o,29.77924,11.7865,-99,-99,19.16467,NA,NA,NA,NA,NA,0
13015,01/03/2019,20.53,-98.64,13015,-99,-99,Panuco,Sierra,28.02167,12.56604,-99,-99,18.80927,NA,NA,NA,NA,NA,0
13015,02/03/2019,20.53,-98.64,13015,-99,-99,Panuco,Sierra,29.19,12.20309,-99,-99,19.31699,NA,NA,NA,NA,NA,0
13016,01/03/2019,20.14,-98.68,13016,-99,-99,Panuco,Sierra,26.3931,9.19806,-99,-99,16.99426,NA,NA,NA,NA,NA,0
13016,02/03/2019,20.14,-98.68,13016,-99,-99,Panuco,Sierra,27.94012,8.75183,-99,-99,17.27209,NA,NA,NA,NA,NA,0
13018,01/03/2019,20.23,-99.22,13018,-99,-99,Panuco,Llanura,27.91455,9.83963,-99,-99,18.03717,NA,NA,NA,NA,NA,0
13018,02/03/2019,20.23,-99.22,13018,-99,-99,Panuco,Llanura,29.11639,10.64764,-99,-99,18.52203,NA,NA,NA,NA,NA,0
13019,01/03/2019,20.78,-98.72,13019,-99,-99,Panuco,Meseta,28.9837,13.99817,-99,-99,19.92804,NA,NA,NA,NA,NA,0
13019,02/03/2019,20.78,-98.72,13019,-99,-99,Panuco,Meseta,30.33954,14.23221,-99,-99,20.79028,NA,NA,NA,NA,NA,0
13020,01/03/2019,20.02,-98.71,13020,-99,-99,Panuco,Lomer?o,26.08295,8.5289,-99,-99,16.66833,NA,NA,NA,NA,NA,0
13020,02/03/2019,20.02,-98.71,13020,-99,-99,Panuco,Lomer?o,27.71112,8.07516,-99,-99,16.89752,NA,NA,NA,NA,NA,0
13021,01/03/2019,21.17,-98.61,13021,-99,-99,Panuco,Sierra,30.94922,16.97198,-99,-99,22.38681,NA,NA,NA,NA,NA,0
13021,02/03/2019,21.17,-98.61,13021,-99,-99,Panuco,Sierra,32.19171,17.60709,-99,-99,23.39575,NA,NA,NA,NA,NA,0
13024,01/03/2019,19.61,-98.64,13024,-99,-99,Panuco,Lomer?o,25.90033,7.1651,-99,-99,15.77786,NA,NA,NA,NA,NA,0
13024,02/03/2019,19.61,-98.64,13024,-99,-99,Panuco,Lomer?o,26.74988,7.55273,-99,-99,16.0567,NA,NA,NA,NA,NA,0
13025,01/03/2019,20.24,-99.18,13025,-99,-99,Panuco,Llanura,27.86148,9.90833,-99,-99,18.01544,NA,NA,NA,NA,NA,0
13025,02/03/2019,20.24,-99.18,13025,-99,-99,Panuco,Llanura,29.08252,10.60101,-99,-99,18.48724,NA,NA,NA,NA,NA,0
13026,01/03/2019,20.42,-99.33,13026,-99,-99,Panuco,Lomer?o,28.59619,10.74619,-99,-99,18.56152,NA,NA,NA,NA,NA,0
13026,02/03/2019,20.42,-99.33,13026,-99,-99,Panuco,Lomer?o,29.76981,11.68527,-99,-99,19.12015,NA,NA,NA,NA,NA,0
13027,01/03/2019,19.82,-98.48,13027,-99,-99,Panuco,Llanura,25.58707,7.8429,-99,-99,15.98108,NA,NA,NA,NA,NA,0
13027,02/03/2019,19.82,-98.48,13027,-99,-99,Panuco,Llanura,26.89453,8.84961,-99,-99,16.62283,NA,NA,NA,NA,NA,0
13028,01/03/2019,19.87,-98.4,13028,-99,-99,Panuco,Llanura,25.30313,8.06097,-99,-99,15.89651,NA,NA,NA,NA,NA,0
13028,02/03/2019,19.87,-98.4,13028,-99,-99,Panuco,Llanura,26.70718,9.76233,-99,-99,16.81879,NA,NA,NA,NA,NA,0
13029,01/03/2019,19.99,-98.3,13029,-99,-99,Panuco,Lomer?o,24.90472,8.41516,-99,-99,15.81458,NA,NA,NA,NA,NA,0
13029,02/03/2019,19.99,-98.3,13029,-99,-99,Panuco,Lomer?o,26.46609,10.79169,-99,-99,17.01678,NA,NA,NA,NA,NA,0
13030,01/03/2019,19.87,-98.36,13030,-99,-99,Panuco,Llanura,25.19888,8.07495,-99,-99,15.81958,NA,NA,NA,NA,NA,0
13030,02/03/2019,19.87,-98.36,13030,-99,-99,Panuco,Llanura,26.5899,10.13141,-99,-99,16.86954,NA,NA,NA,NA,NA,0
13031,01/03/2019,20.04,-98.37,13031,-99,-99,Panuco,Lomer?o,25.28714,8.9635,-99,-99,16.29694,NA,NA,NA,NA,NA,0
13031,02/03/2019,20.04,-98.37,13031,-99,-99,Panuco,Lomer?o,26.83923,10.70038,-99,-99,17.28568,NA,NA,NA,NA,NA,0
13032,01/03/2019,19.9,-98.57,13032,-99,-99,Panuco,Lomer?o,25.73871,8.0365,-99,-99,16.24103,NA,NA,NA,NA,NA,0
13032,02/03/2019,19.9,-98.57,13032,-99,-99,Panuco,Lomer?o,27.22458,8.24722,-99,-99,16.63562,NA,NA,NA,NA,NA,0
13033,01/03/2019,19.97,-98.51,13033,-99,-99,Panuco,Llanura,25.55484,8.22107,-99,-99,16.21634,NA,NA,NA,NA,NA,0
13033,02/03/2019,19.97,-98.51,13033,-99,-99,Panuco,Llanura,27.13519,8.81863,-99,-99,16.7775,NA,NA,NA,NA,NA,0
13034,01/03/2019,20.34,-98.22,13034,-99,-99,Norte de Veracruz,Sierra,27.15063,13.11554,-99,-99,19.00372,NA,NA,NA,NA,NA,0
13034,02/03/2019,20.34,-98.22,13034,-99,-99,Norte de Veracruz,Sierra,27.90619,14.78265,-99,-99,19.93179,NA,NA,NA,NA,NA,0
13035,01/03/2019,20.19,-99.27,13035,-99,-99,Panuco,Llanura,27.85669,9.61353,-99,-99,17.97235,NA,NA,NA,NA,NA,0
13035,02/03/2019,20.19,-99.27,13035,-99,-99,Panuco,Llanura,29.04248,10.52328,-99,-99,18.45883,NA,NA,NA,NA,NA,0
13036,01/03/2019,19.84,-98.98,13036,-99,-99,Panuco,Valle,26.28738,8.01642,-99,-99,16.54724,NA,NA,NA,NA,NA,0
13036,02/03/2019,19.84,-98.98,13036,-99,-99,Panuco,Valle,27.52704,8.07401,-99,-99,16.78098,NA,NA,NA,NA,NA,0
13037,01/03/2019,19.82,-98.6,13037,-99,-99,Panuco,Llanura,25.82367,7.79984,-99,-99,16.14886,NA,NA,NA,NA,NA,0
13037,02/03/2019,19.82,-98.6,13037,-99,-99,Panuco,Llanura,27.14798,7.94592,-99,-99,16.47467,NA,NA,NA,NA,NA,0
13038,01/03/2019,20.98,-98.65,13038,-99,-99,Panuco,Sierra,29.83319,15.44791,-99,-99,21.03473,NA,NA,NA,NA,NA,0
13038,02/03/2019,20.98,-98.65,13038,-99,-99,Panuco,Sierra,31.22275,16.17313,-99,-99,22.14078,NA,NA,NA,NA,NA,0
13039,01/03/2019,19.96,-98.92,13039,-99,-99,Panuco,Llanura,26.20111,8.18079,-99,-99,16.63113,NA,NA,NA,NA,NA,0
13039,02/03/2019,19.96,-98.92,13039,-99,-99,Panuco,Llanura,27.69122,7.96213,-99,-99,16.84811,NA,NA,NA,NA,NA,0
13040,01/03/2019,20.05,-99.35,13040,-99,-99,Panuco,Sierra,27.57297,9.07098,-99,-99,17.7366,NA,NA,NA,NA,NA,0
13040,02/03/2019,20.05,-99.35,13040,-99,-99,Panuco,Sierra,28.74005,10.06177,-99,-99,18.20322,NA,NA,NA,NA,NA,0
13042,01/03/2019,20.64,-98.66,13042,-99,-99,Panuco,Meseta,28.3559,13.04489,-99,-99,19.1864,NA,NA,NA,NA,NA,0
13042,02/03/2019,20.64,-98.66,13042,-99,-99,Panuco,Meseta,29.59323,12.86908,-99,-99,19.81168,NA,NA,NA,NA,NA,0
13043,01/03/2019,19.92,-98.67,13043,-99,-99,Panuco,Lomer?o,25.88602,8.0195,-99,-99,16.35074,NA,NA,NA,NA,NA,0
13043,02/03/2019,19.92,-98.67,13043,-99,-99,Panuco,Lomer?o,27.39615,7.78906,-99,-99,16.59122,NA,NA,NA,NA,NA,0
13044,01/03/2019,20.82,-99.43,13044,-99,-99,Panuco,Sierra,28.95892,11.76422,-99,-99,18.89078,NA,NA,NA,NA,NA,0
13044,02/03/2019,20.82,-99.43,13044,-99,-99,Panuco,Sierra,30.40112,12.81003,-99,-99,19.91376,NA,NA,NA,NA,NA,0
13045,01/03/2019,19.72,-98.45,13045,-99,-99,Panuco,Llanura,25.66409,7.41956,-99,-99,15.74979,NA,NA,NA,NA,NA,0
13045,02/03/2019,19.72,-98.45,13045,-99,-99,Panuco,Llanura,26.68323,8.87198,-99,-99,16.48672,NA,NA,NA,NA,NA,0
13046,01/03/2019,19.7,-98.48,13046,-99,-99,Panuco,Llanura,25.73843,7.3472,-99,-99,15.76248,NA,NA,NA,NA,NA,0
13046,02/03/2019,19.7,-98.48,13046,-99,-99,Panuco,Llanura,26.71609,8.55783,-99,-99,16.39664,NA,NA,NA,NA,NA,0
13047,01/03/2019,20.2,-99.27,13047,-99,-99,Panuco,Llanura,27.89056,9.66858,-99,-99,18.00006,NA,NA,NA,NA,NA,0
13047,02/03/2019,20.2,-99.27,13047,-99,-99,Panuco,Llanura,29.07568,10.57782,-99,-99,18.48978,NA,NA,NA,NA,NA,0
13048,01/03/2019,20.99,-98.66,13048,-99,-99,Panuco,Sierra,29.83072,15.43881,-99,-99,21.02802,NA,NA,NA,NA,NA,0
