,Antena,Fecha,Latitud,Longitud,Codigo,Temp_max_emas,Temp_min_emas,Hidroregion,Topoforma,Temp_max_merra,Temp_min_merra,Differential_max,Differential_min,Temp_mean_merra,Temp_mean_emas,Humedad,Presion_barometrica,Precipitacion,Radiacion_solar,Etiqueta_clase
3795,15320,02/03/2019,18.89,-100.16,15320,-99.0,-99.0,Balsas,Sierra,30.72858,14.36191,-99.0,-99.0,21.39496,,,,,,0
3800,15326,01/03/2019,19.0,-100.23,15326,-99.0,-99.0,Balsas,Sierra,30.16888,12.82779,-99.0,-99.0,20.66357,,,,,,0
3801,15326,02/03/2019,19.0,-100.23,15326,-99.0,-99.0,Balsas,Sierra,30.82236,14.58057,-99.0,-99.0,21.48767,,,,,,0
3802,15327,01/03/2019,18.69,-100.43,15327,-99.0,-99.0,Balsas,Sierra,34.51788,17.53055,-99.0,-99.0,25.13074,,,,,,0
3803,15327,02/03/2019,18.69,-100.43,15327,-99.0,-99.0,Balsas,Sierra,35.04788,18.5495,-99.0,-99.0,25.60724,,,,,,0
3804,15328,01/03/2019,18.89,-100.1,15328,-99.0,-99.0,Balsas,Sierra,29.72687,12.39261,-99.0,-99.0,20.27969,,,,,,0
3805,15328,02/03/2019,18.89,-100.1,15328,-99.0,-99.0,Balsas,Sierra,30.42966,14.04919,-99.0,-99.0,21.10403,,,,,,0
3808,15336,01/03/2019,18.68,-99.85,15336,-99.0,-99.0,Balsas,Sierra,31.39166,14.07928,-99.0,-99.0,22.09259,,,,,,0
3809,15336,02/03/2019,18.68,-99.85,15336,-99.0,-99.0,Balsas,Sierra,32.21353,15.25854,-99.0,-99.0,22.77408,,,,,,0
3810,15340,01/03/2019,18.78,-99.83,15340,-99.0,-99.0,Balsas,Sierra,30.47717,13.00391,-99.0,-99.0,21.0318,,,,,,0
3811,15340,02/03/2019,18.78,-99.83,15340,-99.0,-99.0,Balsas,Sierra,31.16428,14.35669,-99.0,-99.0,21.73846,,,,,,0
3814,15346,01/03/2019,18.77,-100.26,15346,-99.0,-99.0,Balsas,Sierra,31.91525,14.74829,-99.0,-99.0,22.54645,,,,,,0
3815,15346,02/03/2019,18.77,-100.26,15346,-99.0,-99.0,Balsas,Sierra,32.61343,16.091,-99.0,-99.0,23.2283,,,,,,0
3818,15349,01/03/2019,18.61,-100.21,15349,-99.0,-99.0,Balsas,Sierra,32.7847,15.73834,-99.0,-99.0,23.56595,,,,,,0
3819,15349,02/03/2019,18.61,-100.21,15349,-99.0,-99.0,Balsas,Sierra,33.58276,16.75076,-99.0,-99.0,24.16635,,,,,,0
3820,15350,01/03/2019,18.76,-99.99,15350,-99.0,-99.0,Balsas,Sierra,30.53064,13.27924,-99.0,-99.0,21.2067,,,,,,0
3821,15350,02/03/2019,18.76,-99.99,15350,-99.0,-99.0,Balsas,Sierra,31.33115,14.67865,-99.0,-99.0,21.9696,,,,,,0
3822,15353,01/03/2019,19.01,-100.04,15353,-99.0,-99.0,Balsas,Sierra,28.53049,11.09738,-99.0,-99.0,18.96942,,,,,,0
3823,15353,02/03/2019,19.01,-100.04,15353,-99.0,-99.0,Balsas,Sierra,29.15503,13.00439,-99.0,-99.0,19.88474,,,,,,0
3824,15354,01/03/2019,19.14,-99.29,15354,-99.0,-99.0,Balsas,Sierra,28.9707,9.98602,-99.0,-99.0,18.66141,,,,,,0
3825,15354,02/03/2019,19.14,-99.29,15354,-99.0,-99.0,Balsas,Sierra,28.78259,10.78372,-99.0,-99.0,18.84924,,,,,,0
3826,15356,01/03/2019,18.82,-100.13,15356,-99.0,-99.0,Balsas,Sierra,30.36887,13.09616,-99.0,-99.0,20.98056,,,,,,0
3827,15356,02/03/2019,18.82,-100.13,15356,-99.0,-99.0,Balsas,Sierra,31.10925,14.61618,-99.0,-99.0,21.76288,,,,,,0
3828,15357,01/03/2019,18.91,-100.45,15357,-99.0,-99.0,Balsas,Sierra,33.06995,15.90704,-99.0,-99.0,23.60278,,,,,,0
3829,15357,02/03/2019,18.91,-100.45,15357,-99.0,-99.0,Balsas,Sierra,33.69043,17.41956,-99.0,-99.0,24.27753,,,,,,0
3830,15361,01/03/2019,19.96,-99.75,15361,-99.0,-99.0,Panuco,Sierra,26.66187,8.16187,-99.0,-99.0,16.69098,,,,,,0
3831,15361,02/03/2019,19.96,-99.75,15361,-99.0,-99.0,Panuco,Sierra,27.58542,9.77509,-99.0,-99.0,17.72903,,,,,,0
3836,15366,01/03/2019,18.82,-99.56,15366,-99.0,-99.0,Balsas,Sierra,30.86331,12.3493,-99.0,-99.0,20.88815,,,,,,0
3837,15366,02/03/2019,18.82,-99.56,15366,-99.0,-99.0,Balsas,Sierra,31.0231,13.27475,-99.0,-99.0,21.25452,,,,,,0
3850,15376,01/03/2019,19.98,-100.09,15376,-99.0,-99.0,Lerma Santiago,Sierra,26.42264,7.91681,-99.0,-99.0,16.34772,,,,,,0
3851,15376,02/03/2019,19.98,-100.09,15376,-99.0,-99.0,Lerma Santiago,Sierra,27.23926,9.81689,-99.0,-99.0,17.67828,,,,,,0
3852,15378,01/03/2019,19.37,-100.16,15378,-99.0,-99.0,Balsas,Sierra,26.93851,9.32123,-99.0,-99.0,17.18143,,,,,,0
3853,15378,02/03/2019,19.37,-100.16,15378,-99.0,-99.0,Balsas,Sierra,27.50739,11.62976,-99.0,-99.0,18.36826,,,,,,0
3856,15390,01/03/2019,19.71,-99.79,15390,-99.0,-99.0,Lerma Santiago,Sierra,26.16815,8.05807,-99.0,-99.0,16.2453,,,,,,0
3857,15390,02/03/2019,19.71,-99.79,15390,-99.0,-99.0,Lerma Santiago,Sierra,26.80646,9.98984,-99.0,-99.0,17.33124,,,,,,0
3866,16001,01/03/2019,19.5,-101.35,16001,-99.0,-99.0,Lerma Santiago,Sierra,29.54507,10.87918,-99.0,-99.0,18.94821,,,,,,0
3867,16001,02/03/2019,19.5,-101.35,16001,-99.0,-99.0,Lerma Santiago,Sierra,30.45352,11.1282,-99.0,-99.0,19.76068,,,,,,0
3868,16002,01/03/2019,19.54,-100.62,16002,-99.0,-99.0,Balsas,Sierra,29.32663,10.63913,-99.0,-99.0,19.11377,,,,,,0
3869,16002,02/03/2019,19.54,-100.62,16002,-99.0,-99.0,Balsas,Sierra,29.82431,12.85675,-99.0,-99.0,20.2247,,,,,,0
3874,16005,01/03/2019,20.15,-101.71,16005,-99.0,-99.0,Lerma Santiago,Sierra,29.11014,10.14673,-99.0,-99.0,18.73251,,,,,,0
3875,16005,02/03/2019,20.15,-101.71,16005,-99.0,-99.0,Lerma Santiago,Sierra,29.62335,10.54874,-99.0,-99.0,19.04535,,,,,,0
3890,16014,01/03/2019,19.92,-102.21,16014,-99.0,-99.0,Lerma Santiago,Sierra,29.82599,11.03192,-99.0,-99.0,19.50961,,,,,,0
3891,16014,02/03/2019,19.92,-102.21,16014,-99.0,-99.0,Lerma Santiago,Sierra,30.67993,10.93939,-99.0,-99.0,19.87701,,,,,,0
3892,16015,01/03/2019,19.86,-102.04,16015,-99.0,-99.0,Lerma Santiago,Sierra,28.99438,10.61017,-99.0,-99.0,18.82922,,,,,,0
3893,16015,02/03/2019,19.86,-102.04,16015,-99.0,-99.0,Lerma Santiago,Sierra,29.78067,10.81076,-99.0,-99.0,19.15521,,,,,,0
3900,16020,01/03/2019,19.69,-100.55,16020,-99.0,-99.0,Balsas,Sierra,28.87366,9.98605,-99.0,-99.0,18.57446,,,,,,0
3901,16020,02/03/2019,19.69,-100.55,16020,-99.0,-99.0,Balsas,Sierra,29.36115,12.08963,-99.0,-99.0,19.72037,,,,,,0
3908,16025,01/03/2019,19.72,-102.67,16025,-99.0,-99.0,Balsas,Sierra,31.1004,12.79959,-99.0,-99.0,21.05893,,,,,,0
3909,16025,02/03/2019,19.72,-102.67,16025,-99.0,-99.0,Balsas,Sierra,32.38315,12.58383,-99.0,-99.0,21.64932,,,,,,0
3924,16033,01/03/2019,19.77,-100.29,16033,-99.0,-99.0,Lerma Santiago,Sierra,27.22421,8.70422,-99.0,-99.0,17.09418,,,,,,0
3925,16033,02/03/2019,19.77,-100.29,16033,-99.0,-99.0,Lerma Santiago,Sierra,27.84119,10.78192,-99.0,-99.0,18.35016,,,,,,0
3932,16038,01/03/2019,19.02,-103.0,16038,-99.0,-99.0,Balsas,Sierra,31.46991,15.15619,-99.0,-99.0,22.07239,,,,,,0
3933,16038,02/03/2019,19.02,-103.0,16038,-99.0,-99.0,Balsas,Sierra,33.10211,15.77319,-99.0,-99.0,22.72498,,,,,,0
3942,16045,01/03/2019,19.65,-100.96,16045,-99.0,-99.0,Balsas,Sierra,29.1853,10.28073,-99.0,-99.0,18.68198,,,,,,0
3943,16045,02/03/2019,19.65,-100.96,16045,-99.0,-99.0,Balsas,Sierra,29.77777,11.37045,-99.0,-99.0,19.617,,,,,,0
3950,16049,01/03/2019,19.38,-101.22,16049,-99.0,-99.0,Balsas,Sierra,30.29462,11.69354,-99.0,-99.0,19.70325,,,,,,0
3951,16049,02/03/2019,19.38,-101.22,16049,-99.0,-99.0,Balsas,Sierra,31.28735,12.04291,-99.0,-99.0,20.54013,,,,,,0
3952,16050,01/03/2019,19.9,-101.51,16050,-99.0,-99.0,Lerma Santiago,Sierra,28.85471,9.9657,-99.0,-99.0,18.37665,,,,,,0
3953,16050,02/03/2019,19.9,-101.51,16050,-99.0,-99.0,Lerma Santiago,Sierra,29.30203,10.28259,-99.0,-99.0,18.91473,,,,,,0
3960,16054,01/03/2019,20.17,-102.39,16054,-99.0,-99.0,Lerma Santiago,Sierra,30.59128,11.52481,-99.0,-99.0,20.13031,,,,,,0
3961,16054,02/03/2019,20.17,-102.39,16054,-99.0,-99.0,Lerma Santiago,Sierra,31.36023,10.93179,-99.0,-99.0,20.45319,,,,,,0
3962,16055,01/03/2019,19.65,-101.15,16055,-99.0,-99.0,Lerma Santiago,Sierra,29.18924,10.23517,-99.0,-99.0,18.53842,,,,,,0
3963,16055,02/03/2019,19.65,-101.15,16055,-99.0,-99.0,Lerma Santiago,Sierra,29.83798,10.62973,-99.0,-99.0,19.34464,,,,,,0
3964,16056,01/03/2019,19.39,-102.07,16056,-99.0,-99.0,Balsas,Sierra,30.09436,13.10843,-99.0,-99.0,20.52905,,,,,,0
3965,16056,02/03/2019,19.39,-102.07,16056,-99.0,-99.0,Balsas,Sierra,31.50873,13.28156,-99.0,-99.0,21.21994,,,,,,0
3970,16060,01/03/2019,20.12,-102.37,16060,-99.0,-99.0,Lerma Santiago,Sierra,30.50134,11.42548,-99.0,-99.0,20.03955,,,,,,0
3971,16060,02/03/2019,20.12,-102.37,16060,-99.0,-99.0,Lerma Santiago,Sierra,31.29959,10.89429,-99.0,-99.0,20.37909,,,,,,0
3990,16071,01/03/2019,19.77,-100.65,16071,-99.0,-99.0,Balsas,Sierra,28.7348,9.63828,-99.0,-99.0,18.34171,,,,,,0
3991,16071,02/03/2019,19.77,-100.65,16071,-99.0,-99.0,Balsas,Sierra,29.20422,11.62173,-99.0,-99.0,19.49521,,,,,,0
4000,16076,01/03/2019,18.43,-102.25,16076,-99.0,-99.0,Balsas,Sierra,32.44382,19.14294,-99.0,-99.0,24.44806,,,,,,0
4001,16076,02/03/2019,18.43,-102.25,16076,-99.0,-99.0,Balsas,Sierra,34.11554,19.97662,-99.0,-99.0,25.25961,,,,,,0
4014,16084,01/03/2019,19.98,-101.76,16084,-99.0,-99.0,Lerma Santiago,Sierra,28.65536,10.01956,-99.0,-99.0,18.39151,,,,,,0
4015,16084,02/03/2019,19.98,-101.76,16084,-99.0,-99.0,Lerma Santiago,Sierra,29.25314,10.41388,-99.0,-99.0,18.66711,,,,,,0
4020,16087,01/03/2019,19.52,-101.61,16087,-99.0,-99.0,Lerma Santiago,Sierra,29.03506,11.2547,-99.0,-99.0,18.93488,,,,,,0
4021,16087,02/03/2019,19.52,-101.61,16087,-99.0,-99.0,Lerma Santiago,Sierra,30.06433,11.31241,-99.0,-99.0,19.58719,,,,,,0
4022,16088,01/03/2019,19.52,-102.42,16088,-99.0,-99.0,Balsas,Sierra,31.34372,13.29376,-99.0,-99.0,21.50922,,,,,,0
4023,16088,02/03/2019,19.52,-102.42,16088,-99.0,-99.0,Balsas,Sierra,32.90128,13.37729,-99.0,-99.0,22.28088,,,,,,0
4030,16092,01/03/2019,19.57,-100.6,16092,-99.0,-99.0,Balsas,Sierra,29.2489,10.53488,-99.0,-99.0,19.02435,,,,,,0
4031,16092,02/03/2019,19.57,-100.6,16092,-99.0,-99.0,Balsas,Sierra,29.74472,12.73654,-99.0,-99.0,20.14096,,,,,,0
4034,16094,01/03/2019,19.96,-102.58,16094,-99.0,-99.0,Lerma Santiago,Sierra,30.68542,11.76141,-99.0,-99.0,20.3082,,,,,,0
4035,16094,02/03/2019,19.96,-102.58,16094,-99.0,-99.0,Lerma Santiago,Sierra,31.66064,11.25165,-99.0,-99.0,20.73813,,,,,,0
4036,16097,01/03/2019,19.62,-100.69,16097,-99.0,-99.0,Balsas,Sierra,29.21396,10.39862,-99.0,-99.0,18.93155,,,,,,0
4037,16097,02/03/2019,19.62,-100.69,16097,-99.0,-99.0,Balsas,Sierra,29.71494,12.48312,-99.0,-99.0,20.04114,,,,,,0
4038,16098,01/03/2019,19.61,-100.67,16098,-99.0,-99.0,Balsas,Sierra,29.2381,10.43857,-99.0,-99.0,18.96646,,,,,,0
4039,16098,02/03/2019,19.61,-100.67,16098,-99.0,-99.0,Balsas,Sierra,29.73758,12.55038,-99.0,-99.0,20.07736,,,,,,0
4040,16099,01/03/2019,19.56,-100.48,16099,-99.0,-99.0,Balsas,Sierra,28.91257,10.33414,-99.0,-99.0,18.74188,,,,,,0
4041,16099,02/03/2019,19.56,-100.48,16099,-99.0,-99.0,Balsas,Sierra,29.41779,12.56934,-99.0,-99.0,19.87698,,,,,,0
4042,16100,01/03/2019,19.87,-101.52,16100,-99.0,-99.0,Lerma Santiago,Sierra,28.86588,10.03925,-99.0,-99.0,18.40872,,,,,,0
4043,16100,02/03/2019,19.87,-101.52,16100,-99.0,-99.0,Lerma Santiago,Sierra,29.3551,10.34528,-99.0,-99.0,18.94943,,,,,,0
4048,16103,01/03/2019,19.92,-102.02,16103,-99.0,-99.0,Lerma Santiago,Sierra,28.90353,10.36691,-99.0,-99.0,18.68414,,,,,,0
4049,16103,02/03/2019,19.92,-102.02,16103,-99.0,-99.0,Lerma Santiago,Sierra,29.61774,10.62405,-99.0,-99.0,18.96756,,,,,,0
4056,16107,01/03/2019,19.25,-100.79,16107,-99.0,-99.0,Balsas,Sierra,31.47546,13.53116,-99.0,-99.0,21.55804,,,,,,0
4057,16107,02/03/2019,19.25,-100.79,16107,-99.0,-99.0,Balsas,Sierra,32.14999,15.25824,-99.0,-99.0,22.45261,,,,,,0
4058,16108,01/03/2019,20.19,-102.43,16108,-99.0,-99.0,Lerma Santiago,Sierra,30.66467,11.60016,-99.0,-99.0,20.20142,,,,,,0
4059,16108,02/03/2019,20.19,-102.43,16108,-99.0,-99.0,Lerma Santiago,Sierra,31.42459,10.95526,-99.0,-99.0,20.51755,,,,,,0
4070,16114,01/03/2019,19.62,-101.13,16114,-99.0,-99.0,Lerma Santiago,Sierra,29.21909,10.28781,-99.0,-99.0,18.57578,,,,,,0
4071,16114,02/03/2019,19.62,-101.13,16114,-99.0,-99.0,Lerma Santiago,Sierra,29.89645,10.72708,-99.0,-99.0,19.3978,,,,,,0
4078,16118,01/03/2019,19.67,-101.56,16118,-99.0,-99.0,Lerma Santiago,Sierra,29.00107,10.74817,-99.0,-99.0,18.71829,,,,,,0
4079,16118,02/03/2019,19.67,-101.56,16118,-99.0,-99.0,Lerma Santiago,Sierra,29.8327,10.91702,-99.0,-99.0,19.34402,,,,,,0
4082,16120,01/03/2019,19.6,-101.32,16120,-99.0,-99.0,Lerma Santiago,Sierra,29.20175,10.33997,-99.0,-99.0,18.55795,,,,,,0
4083,16120,02/03/2019,19.6,-101.32,16120,-99.0,-99.0,Lerma Santiago,Sierra,29.93552,10.59479,-99.0,-99.0,19.34708,,,,,,0
4084,16121,01/03/2019,19.73,-100.35,16121,-99.0,-99.0,Lerma Santiago,Sierra,27.75165,9.15149,-99.0,-99.0,17.57877,,,,,,0
4085,16121,02/03/2019,19.73,-100.35,16121,-99.0,-99.0,Lerma Santiago,Sierra,28.31427,11.263,-99.0,-99.0,18.79684,,,,,,0
4104,16134,01/03/2019,19.57,-100.45,16134,-99.0,-99.0,Balsas,Sierra,28.73615,10.20004,-99.0,-99.0,18.58203,,,,,,0
4105,16134,02/03/2019,19.57,-100.45,16134,-99.0,-99.0,Balsas,Sierra,29.24564,12.44012,-99.0,-99.0,19.72772,,,,,,0
4110,16137,01/03/2019,19.98,-102.13,16137,-99.0,-99.0,Lerma Santiago,Sierra,29.33557,10.55157,-99.0,-99.0,19.01965,,,,,,0
4111,16137,02/03/2019,19.98,-102.13,16137,-99.0,-99.0,Lerma Santiago,Sierra,30.07132,10.63812,-99.0,-99.0,19.31689,,,,,,0
4114,16139,01/03/2019,19.4,-101.27,16139,-99.0,-99.0,Balsas,Sierra,30.13571,11.52298,-99.0,-99.0,19.53757,,,,,,0
4115,16139,02/03/2019,19.4,-101.27,16139,-99.0,-99.0,Balsas,Sierra,31.11877,11.81686,-99.0,-99.0,20.3645,,,,,,0
4116,16140,01/03/2019,19.39,-101.28,16140,-99.0,-99.0,Balsas,Sierra,30.20413,11.61743,-99.0,-99.0,19.61624,,,,,,0
4117,16140,02/03/2019,19.39,-101.28,16140,-99.0,-99.0,Balsas,Sierra,31.20016,11.91351,-99.0,-99.0,20.44244,,,,,,0
4120,16142,01/03/2019,19.81,-101.8,16142,-99.0,-99.0,Lerma Santiago,Sierra,28.72925,10.59052,-99.0,-99.0,18.6369,,,,,,0
4121,16142,02/03/2019,19.81,-101.8,16142,-99.0,-99.0,Lerma Santiago,Sierra,29.5213,10.84119,-99.0,-99.0,18.99219,,,,,,0
4126,16146,01/03/2019,19.45,-101.73,16146,-99.0,-99.0,Balsas,Sierra,29.36536,12.25854,-99.0,-99.0,19.63123,,,,,,0
4127,16146,02/03/2019,19.45,-101.73,16146,-99.0,-99.0,Balsas,Sierra,30.59894,12.32986,-99.0,-99.0,20.27368,,,,,,0
4136,16152,01/03/2019,19.72,-100.55,16152,-99.0,-99.0,Balsas,Sierra,28.7832,9.83252,-99.0,-99.0,18.45734,,,,,,0
4137,16152,02/03/2019,19.72,-100.55,16152,-99.0,-99.0,Balsas,Sierra,29.26794,11.90329,-99.0,-99.0,19.61096,,,,,,0
4138,16153,01/03/2019,18.77,-103.15,16153,-99.0,-99.0,Costa de Michoacan,Sierra,30.54739,16.36835,-99.0,-99.0,22.2901,,,,,,0
4139,16153,02/03/2019,18.77,-103.15,16153,-99.0,-99.0,Costa de Michoacan,Sierra,32.22769,17.11972,-99.0,-99.0,22.88593,,,,,,0
4148,16159,01/03/2019,20.13,-101.75,16159,-99.0,-99.0,Lerma Santiago,Sierra,29.03128,10.11841,-99.0,-99.0,18.68045,,,,,,0
4149,16159,02/03/2019,20.13,-101.75,16159,-99.0,-99.0,Lerma Santiago,Sierra,29.56378,10.52399,-99.0,-99.0,18.96503,,,,,,0
4156,16164,01/03/2019,19.42,-102.07,16164,-99.0,-99.0,Balsas,Sierra,29.94431,12.90027,-99.0,-99.0,20.34018,,,,,,0
4157,16164,02/03/2019,19.42,-102.07,16164,-99.0,-99.0,Balsas,Sierra,31.33047,13.0177,-99.0,-99.0,21.01495,,,,,,0
4162,16169,01/03/2019,18.41,-102.26,16169,-99.0,-99.0,Balsas,Sierra,32.29541,19.21652,-99.0,-99.0,24.42007,,,,,,0
4163,16169,02/03/2019,18.41,-102.26,16169,-99.0,-99.0,Balsas,Sierra,33.91403,20.01758,-99.0,-99.0,25.20853,,,,,,0
4166,16174,01/03/2019,20.06,-102.72,16174,-99.0,-99.0,Lerma Santiago,Sierra,30.51144,11.8891,-99.0,-99.0,20.22336,,,,,,0
4167,16174,02/03/2019,20.06,-102.72,16174,-99.0,-99.0,Lerma Santiago,Sierra,31.3399,11.19266,-99.0,-99.0,20.5267,,,,,,0
4190,16199,01/03/2019,19.99,-100.59,16199,-99.0,-99.0,Lerma Santiago,Sierra,28.10663,8.70007,-99.0,-99.0,17.58621,,,,,,0
4191,16199,02/03/2019,19.99,-100.59,16199,-99.0,-99.0,Lerma Santiago,Sierra,28.56558,10.53604,-99.0,-99.0,18.7962,,,,,,0
4194,16208,01/03/2019,18.28,-103.22,16208,-99.0,-99.0,Costa de Michoacan,Sierra,28.82233,20.31009,-99.0,-99.0,23.7388,,,,,,0
4195,16208,02/03/2019,18.28,-103.22,16208,-99.0,-99.0,Costa de Michoacan,Sierra,30.1077,20.58481,-99.0,-99.0,24.0871,,,,,,0
4196,16212,01/03/2019,19.47,-102.08,16212,-99.0,-99.0,Balsas,Sierra,29.7984,12.65707,-99.0,-99.0,20.14032,,,,,,0
4197,16212,02/03/2019,19.47,-102.08,16212,-99.0,-99.0,Balsas,Sierra,31.15594,12.70654,-99.0,-99.0,20.79941,,,,,,0
4198,16213,01/03/2019,19.7,-100.48,16213,-99.0,-99.0,Balsas,Sierra,28.63351,9.80399,-99.0,-99.0,18.35901,,,,,,0
4199,16213,02/03/2019,19.7,-100.48,16213,-99.0,-99.0,Balsas,Sierra,29.13364,11.90994,-99.0,-99.0,19.52008,,,,,,0
4216,16231,01/03/2019,19.94,-101.38,16231,-99.0,-99.0,Lerma Santiago,Sierra,28.91803,9.84293,-99.0,-99.0,18.32648,,,,,,0
4217,16231,02/03/2019,19.94,-101.38,16231,-99.0,-99.0,Lerma Santiago,Sierra,29.2496,10.14493,-99.0,-99.0,18.9639,,,,,,0
4218,16232,01/03/2019,19.38,-100.83,16232,-99.0,-99.0,Balsas,Sierra,30.29449,11.90738,-99.0,-99.0,20.13342,,,,,,0
4219,16232,02/03/2019,19.38,-100.83,16232,-99.0,-99.0,Balsas,Sierra,30.92618,13.62711,-99.0,-99.0,21.10559,,,,,,0
4224,16235,01/03/2019,19.68,-100.74,16235,-99.0,-99.0,Balsas,Sierra,29.04904,10.13058,-99.0,-99.0,18.71057,,,,,,0
4225,16235,02/03/2019,19.68,-100.74,16235,-99.0,-99.0,Balsas,Sierra,29.54584,12.0957,-99.0,-99.0,19.81958,,,,,,0
4226,16237,01/03/2019,18.93,-100.57,16237,-99.0,-99.0,Balsas,Sierra,33.64584,16.5116,-99.0,-99.0,24.18127,,,,,,0
4227,16237,02/03/2019,18.93,-100.57,16237,-99.0,-99.0,Balsas,Sierra,34.26498,18.00525,-99.0,-99.0,24.83575,,,,,,0
4230,16239,01/03/2019,18.08,-102.66,16239,-99.0,-99.0,Costa de Michoacan,Sierra,29.2547,21.92691,-99.0,-99.0,24.63251,,,,,,0
4231,16239,02/03/2019,18.08,-102.66,16239,-99.0,-99.0,Costa de Michoacan,Sierra,29.84671,21.94934,-99.0,-99.0,24.80597,,,,,,0
4232,16240,01/03/2019,19.82,-101.93,16240,-99.0,-99.0,Lerma Santiago,Sierra,28.77469,10.61758,-99.0,-99.0,18.68649,,,,,,0
4233,16240,02/03/2019,19.82,-101.93,16240,-99.0,-99.0,Lerma Santiago,Sierra,29.57986,10.85828,-99.0,-99.0,19.02347,,,,,,0
4234,16241,01/03/2019,19.42,-100.91,16241,-99.0,-99.0,Balsas,Sierra,29.96863,11.41647,-99.0,-99.0,19.64639,,,,,,0
4235,16241,02/03/2019,19.42,-100.91,16241,-99.0,-99.0,Balsas,Sierra,30.6629,12.79443,-99.0,-99.0,20.59985,,,,,,0
4236,16243,01/03/2019,20.06,-101.89,16243,-99.0,-99.0,Lerma Santiago,Sierra,28.87012,10.05191,-99.0,-99.0,18.56592,,,,,,0
4237,16243,02/03/2019,20.06,-101.89,16243,-99.0,-99.0,Lerma Santiago,Sierra,29.44785,10.46161,-99.0,-99.0,18.79675,,,,,,0
4238,16245,01/03/2019,19.24,-100.79,16245,-99.0,-99.0,Balsas,Sierra,31.57321,13.66367,-99.0,-99.0,21.67206,,,,,,0
4239,16245,02/03/2019,19.24,-100.79,16245,-99.0,-99.0,Balsas,Sierra,32.25467,15.37885,-99.0,-99.0,22.55893,,,,,,0
4240,16247,01/03/2019,19.68,-101.39,16247,-99.0,-99.0,Lerma Santiago,Sierra,29.12363,10.30145,-99.0,-99.0,18.53601,,,,,,0
4241,16247,02/03/2019,19.68,-101.39,16247,-99.0,-99.0,Lerma Santiago,Sierra,29.79041,10.55112,-99.0,-99.0,19.27924,,,,,,0
4242,16248,01/03/2019,19.92,-101.86,16248,-99.0,-99.0,Lerma Santiago,Sierra,28.65903,10.1983,-99.0,-99.0,18.46765,,,,,,0
4243,16248,02/03/2019,19.92,-101.86,16248,-99.0,-99.0,Lerma Santiago,Sierra,29.33453,10.55832,-99.0,-99.0,18.7403,,,,,,0
4244,16250,01/03/2019,19.99,-101.28,16250,-99.0,-99.0,Lerma Santiago,Sierra,28.92493,9.79852,-99.0,-99.0,18.30713,,,,,,0
4245,16250,02/03/2019,19.99,-101.28,16250,-99.0,-99.0,Lerma Santiago,Sierra,29.20157,10.09128,-99.0,-99.0,18.97229,,,,,,0
4246,16251,01/03/2019,19.8,-102.29,16251,-99.0,-99.0,Lerma Santiago,Sierra,30.46539,11.87976,-99.0,-99.0,20.27533,,,,,,0
4247,16251,02/03/2019,19.8,-102.29,16251,-99.0,-99.0,Lerma Santiago,Sierra,31.5654,11.71741,-99.0,-99.0,20.78564,,,,,,0
4250,16254,01/03/2019,19.78,-101.48,16254,-99.0,-99.0,Lerma Santiago,Sierra,28.9762,10.21265,-99.0,-99.0,18.48889,,,,,,0
4251,16254,02/03/2019,19.78,-101.48,16254,-99.0,-99.0,Lerma Santiago,Sierra,29.55481,10.47681,-99.0,-99.0,19.12137,,,,,,0
4252,16255,01/03/2019,19.9,-100.69,16255,-99.0,-99.0,Lerma Santiago,Sierra,28.35806,9.03375,-99.0,-99.0,17.86197,,,,,,0
4253,16255,02/03/2019,19.9,-100.69,16255,-99.0,-99.0,Lerma Santiago,Sierra,28.8028,10.8555,-99.0,-99.0,19.03235,,,,,,0
4258,16514,01/03/2019,19.65,-100.48,16514,-99.0,-99.0,Balsas,Sierra,28.75543,10.03067,-99.0,-99.0,18.52411,,,,,,0
4259,16514,02/03/2019,19.65,-100.48,16514,-99.0,-99.0,Balsas,Sierra,29.25705,12.19135,-99.0,-99.0,19.67392,,,,,,0
4276,17008,01/03/2019,18.44,-99.03,17008,-99.0,-99.0,Balsas,Sierra,33.36819,15.46072,-99.0,-99.0,23.64166,,,,,,0
4277,17008,02/03/2019,18.44,-99.03,17008,-99.0,-99.0,Balsas,Sierra,34.23996,16.31186,-99.0,-99.0,24.43094,,,,,,0
4278,17009,01/03/2019,19.03,-99.27,17009,-99.0,-99.0,Balsas,Sierra,29.53772,10.53241,-99.0,-99.0,19.20859,,,,,,0
4279,17009,02/03/2019,19.03,-99.27,17009,-99.0,-99.0,Balsas,Sierra,29.29871,11.31683,-99.0,-99.0,19.40942,,,,,,0
4282,17013,01/03/2019,18.71,-99.09,17013,-99.0,-99.0,Balsas,Sierra,31.89526,13.57654,-99.0,-99.0,21.96118,,,,,,0
4283,17013,02/03/2019,18.71,-99.09,17013,-99.0,-99.0,Balsas,Sierra,32.3371,14.38708,-99.0,-99.0,22.51166,,,,,,0
4298,17021,01/03/2019,18.62,-98.94,17021,-99.0,-99.0,Balsas,Sierra,32.49069,14.5448,-99.0,-99.0,22.64291,,,,,,0
4299,17021,02/03/2019,18.62,-98.94,17021,-99.0,-99.0,Balsas,Sierra,33.22595,15.38452,-99.0,-99.0,23.47086,,,,,,0
