,Ano,Mes,Dia,Antena,Latitud,Longitud,Temp_max_emas,Temp_min_emas,Temp_max_merra,Temp_min_merra,Temp_mean_merra,Temp_mean_emas
101,2019,3,2,8096,28.47,-107.33,19.28986,3.66943,19.28986,3.66943,10.53278,10.53278
102,2019,3,1,8097,29.19,-108.14,21.57715,7.01059,21.57715,7.01059,12.83771,12.83771
103,2019,3,2,8097,29.19,-108.14,18.18073,4.22235,18.18073,4.22235,10.55801,10.55801
104,2019,3,1,8101,28.75,-107.7,22.31519,5.64194,22.31519,5.64194,12.6622,12.6622
105,2019,3,2,8101,28.75,-107.7,18.77646,3.668,18.77646,3.668,10.50177,10.50177
106,2019,3,1,8105,27.47,-106.73,24.52667,4.76044,24.52667,4.76044,13.73859,13.73859
107,2019,3,2,8105,27.47,-106.73,23.47159,6.06213,23.47159,6.06213,13.11041,13.11041
108,2019,3,1,8123,27.88,-106.7,25.02603,5.25751,25.02603,5.25751,14.50372,14.50372
109,2019,3,2,8123,27.88,-106.7,23.63797,6.13437,23.63797,6.13437,13.36786,13.36786
110,2019,3,1,8131,29.28,-107.52,23.08078,6.01587,23.08078,6.01587,13.32477,13.32477
111,2019,3,2,8131,29.28,-107.52,19.59048,4.72928,19.59048,4.72928,11.03375,11.03375
112,2019,3,1,8136,27.95,-106.11,28.08154,8.03113,28.08154,8.03113,17.57892,17.57892
113,2019,3,2,8136,27.95,-106.11,27.84937,8.89505,27.84937,8.89505,17.25964,17.25964
114,2019,3,1,8141,28.71,-107.69,22.30841,5.42542,22.30841,5.42542,12.56613,12.56613
115,2019,3,2,8141,28.71,-107.69,18.7963,3.62363,18.7963,3.62363,10.47183,10.47183
116,2019,3,1,8142,28.95,-107.82,22.14453,6.78674,22.14453,6.78674,13.03912,13.03912
117,2019,3,2,8142,28.95,-107.82,18.55237,3.80939,18.55237,3.80939,10.62796,10.62796
118,2019,3,1,8160,29.17,-108.13,21.5994,7.07507,21.5994,7.07507,12.86935,12.86935
119,2019,3,2,8160,29.17,-108.13,18.18805,4.16675,18.18805,4.16675,10.57184,10.57184
120,2019,3,1,8164,29.44,-107.4,23.50363,5.95926,23.50363,5.95926,13.58002,13.58002
121,2019,3,2,8164,29.44,-107.4,20.17896,5.29199,20.17896,5.29199,11.45453,11.45453
122,2019,3,1,8169,27.05,-106.27,26.13855,5.8728,26.13855,5.8728,15.1716,15.1716
123,2019,3,2,8169,27.05,-106.27,27.66281,7.10883,27.66281,7.10883,15.61377,15.61377
124,2019,3,1,8188,27.9,-106.68,25.17398,5.3913,25.17398,5.3913,14.66299,14.66299
125,2019,3,2,8188,27.9,-106.68,23.81992,6.24799,23.81992,6.24799,13.5369,13.5369
126,2019,3,1,8208,28.95,-107.83,22.12271,6.82178,22.12271,6.82178,13.04233,13.04233
127,2019,3,2,8208,28.95,-107.83,18.53647,3.80646,18.53647,3.80646,10.63046,10.63046
128,2019,3,1,8219,29.25,-108.09,21.43546,6.71155,21.43546,6.71155,12.63074,12.63074
129,2019,3,2,8219,29.25,-108.09,18.07452,4.26697,18.07452,4.26697,10.38794,10.38794
130,2019,3,1,8241,29.53,-104.5,28.9501,9.82758,28.9501,9.82758,19.4436,19.4436
131,2019,3,2,8241,29.53,-104.5,30.15405,13.14349,30.15405,13.14349,20.73477,20.73477
132,2019,3,1,8243,28.76,-107.7,22.32065,5.68896,22.32065,5.68896,12.68369,12.68369
133,2019,3,2,8243,28.76,-107.7,18.77399,3.67923,18.77399,3.67923,10.50784,10.50784
134,2019,3,1,8246,28.52,-107.4,22.48233,4.50101,22.48233,4.50101,12.2338,12.2338
135,2019,3,2,8246,28.52,-107.4,19.08383,3.59662,19.08383,3.59662,10.44083,10.44083
136,2019,3,1,8253,28.84,-107.75,22.26495,6.22235,22.26495,6.22235,12.88367,12.88367
137,2019,3,2,8253,28.84,-107.75,18.68579,3.75687,18.68579,3.75687,10.57529,10.57529
138,2019,3,1,8283,31.74,-106.4,24.82379,4.95007,24.82379,4.95007,13.77081,13.77081
139,2019,3,2,8283,31.74,-106.4,23.42548,8.22446,23.42548,8.22446,15.46002,15.46002
140,2019,3,1,8299,28.67,-107.53,22.42816,4.96991,22.42816,4.96991,12.36951,12.36951
141,2019,3,2,8299,28.67,-107.53,18.89413,3.58191,18.89413,3.58191,10.38712,10.38712
142,2019,3,1,8326,28.5,-107.47,22.39801,4.26306,22.39801,4.26306,12.02512,12.02512
143,2019,3,2,8326,28.5,-107.47,19.00427,3.45834,19.00427,3.45834,10.29568,10.29568
144,2019,3,1,10024,24.03,-104.35,27.90912,7.36017,27.90912,7.36017,16.68771,16.68771
145,2019,3,2,10024,24.03,-104.35,30.21597,7.78967,30.21597,7.78967,17.25293,17.25293
146,2019,3,1,10029,25.93,-105.95,25.31479,3.97754,25.31479,3.97754,13.37912,13.37912
147,2019,3,2,10029,25.93,-105.95,27.55444,5.69205,27.55444,5.69205,14.37796,14.37796
148,2019,3,1,10032,22.53,-104.49,30.7644,10.27393,30.7644,10.27393,19.15994,19.15994
149,2019,3,2,10032,22.53,-104.49,31.47827,8.78683,31.47827,8.78683,18.86847,18.86847
150,2019,3,1,10051,24.05,-105.01,26.26486,5.06644,26.26486,5.06644,14.12381,14.12381
