,Antena,Fecha,Latitud,Longitud,Codigo,Temp_max_emas,Temp_min_emas,Hidroregion,Topoforma,Temp_max_merra,Temp_min_merra,Differential_max,Differential_min,Temp_mean_merra,Temp_mean_emas,Humedad,Presion_barometrica,Precipitacion,Radiacion_solar,Etiqueta_clase
1250,8073,01/03/2019,26.1,-106.97,8073,-99.0,-99.0,Sinaloa,Meseta,23.78995,4.40955,-99.0,-99.0,13.64737,,,,,,0
1251,8073,02/03/2019,26.1,-106.97,8073,-99.0,-99.0,Sinaloa,Meseta,24.23965,7.43387,-99.0,-99.0,14.14102,,,,,,0
1278,8091,01/03/2019,29.74,-107.07,8091,-99.0,-99.0,Cuencas Cerradas del Nte,Meseta,25.35672,7.15817,-99.0,-99.0,15.01157,,,,,,0
1279,8091,02/03/2019,29.74,-107.07,8091,-99.0,-99.0,Cuencas Cerradas del Nte,Meseta,22.80588,7.16678,-99.0,-99.0,13.91379,,,,,,0
1308,8106,01/03/2019,27.29,-107.13,8106,-99.0,-99.0,Sinaloa,Meseta,23.60046,4.51233,-99.0,-99.0,12.96497,,,,,,0
1309,8106,02/03/2019,27.29,-107.13,8106,-99.0,-99.0,Sinaloa,Meseta,22.34216,5.58917,-99.0,-99.0,12.26117,,,,,,0
1340,8126,01/03/2019,27.97,-107.6,8126,-99.0,-99.0,Bravo Conchos,Meseta,22.07935,2.83685,-99.0,-99.0,11.15945,,,,,,0
1341,8126,02/03/2019,27.97,-107.6,8126,-99.0,-99.0,Bravo Conchos,Meseta,19.319,3.30322,-99.0,-99.0,9.88406,,,,,,0
1342,8127,01/03/2019,28.16,-106.48,8127,-99.0,-99.0,Bravo Conchos,Meseta,26.8092,6.90152,-99.0,-99.0,16.32114,,,,,,0
1343,8127,02/03/2019,28.16,-106.48,8127,-99.0,-99.0,Bravo Conchos,Meseta,25.74881,7.73312,-99.0,-99.0,15.58499,,,,,,0
1344,8128,01/03/2019,26.18,-106.6,8128,-99.0,-99.0,Sinaloa,Meseta,23.59927,3.44589,-99.0,-99.0,12.59927,,,,,,0
1345,8128,02/03/2019,26.18,-106.6,8128,-99.0,-99.0,Sinaloa,Meseta,24.3797,5.71732,-99.0,-99.0,13.10681,,,,,,0
1358,8138,01/03/2019,27.27,-107.22,8138,-99.0,-99.0,Sinaloa,Meseta,23.52252,4.81808,-99.0,-99.0,13.13287,,,,,,0
1359,8138,02/03/2019,27.27,-107.22,8138,-99.0,-99.0,Sinaloa,Meseta,22.28851,6.05438,-99.0,-99.0,12.46069,,,,,,0
1410,8172,01/03/2019,26.11,-106.98,8172,-99.0,-99.0,Sinaloa,Meseta,23.83194,4.45782,-99.0,-99.0,13.68399,,,,,,0
1411,8172,02/03/2019,26.11,-106.98,8172,-99.0,-99.0,Sinaloa,Meseta,24.27411,7.4418,-99.0,-99.0,14.16327,,,,,,0
1454,8214,01/03/2019,26.85,-107.1,8214,-99.0,-99.0,Sinaloa,Meseta,23.65515,4.94574,-99.0,-99.0,13.11877,,,,,,0
1455,8214,02/03/2019,26.85,-107.1,8214,-99.0,-99.0,Sinaloa,Meseta,23.03223,5.65033,-99.0,-99.0,12.64383,,,,,,0
1462,8240,01/03/2019,27.27,-107.13,8240,-99.0,-99.0,Sinaloa,Meseta,23.60724,4.56427,-99.0,-99.0,12.98254,,,,,,0
1463,8240,02/03/2019,27.27,-107.13,8240,-99.0,-99.0,Sinaloa,Meseta,22.39172,5.60162,-99.0,-99.0,12.2934,,,,,,0
1492,8264,01/03/2019,26.95,-106.67,8264,-99.0,-99.0,Bravo Conchos,Meseta,23.89368,4.45895,-99.0,-99.0,12.83957,,,,,,0
1493,8264,02/03/2019,26.95,-106.67,8264,-99.0,-99.0,Bravo Conchos,Meseta,23.63208,4.74817,-99.0,-99.0,12.46307,,,,,,0
1494,8265,01/03/2019,25.75,-106.81,8265,-99.0,-99.0,Sinaloa,Meseta,25.14679,5.57098,-99.0,-99.0,14.95416,,,,,,0
1495,8265,02/03/2019,25.75,-106.81,8265,-99.0,-99.0,Sinaloa,Meseta,26.18726,8.82602,-99.0,-99.0,15.75909,,,,,,0
1496,8266,01/03/2019,27.92,-107.9,8266,-99.0,-99.0,Sinaloa,Meseta,22.15305,5.44199,-99.0,-99.0,13.02374,,,,,,0
1497,8266,02/03/2019,27.92,-107.9,8266,-99.0,-99.0,Sinaloa,Meseta,19.64349,5.80737,-99.0,-99.0,11.71036,,,,,,0
1498,8267,01/03/2019,26.48,-106.39,8267,-99.0,-99.0,Bravo Conchos,Meseta,24.15976,2.86627,-99.0,-99.0,12.16977,,,,,,0
1499,8267,02/03/2019,26.48,-106.39,8267,-99.0,-99.0,Bravo Conchos,Meseta,25.4277,4.21194,-99.0,-99.0,12.79602,,,,,,0
1502,8271,01/03/2019,27.7,-107.6,8271,-99.0,-99.0,Sinaloa,Meseta,22.46466,3.56985,-99.0,-99.0,11.84787,,,,,,0
1503,8271,02/03/2019,27.7,-107.6,8271,-99.0,-99.0,Sinaloa,Meseta,20.2099,4.55661,-99.0,-99.0,10.78421,,,,,,0
1514,8297,01/03/2019,27.75,-107.63,8297,-99.0,-99.0,Sinaloa,Meseta,22.39984,3.51389,-99.0,-99.0,11.77997,,,,,,0
1515,8297,02/03/2019,27.75,-107.63,8297,-99.0,-99.0,Sinaloa,Meseta,20.03506,4.39194,-99.0,-99.0,10.67221,,,,,,0
1528,8322,01/03/2019,26.48,-106.38,8322,-99.0,-99.0,Bravo Conchos,Meseta,24.17798,2.83994,-99.0,-99.0,12.16174,,,,,,0
1529,8322,02/03/2019,26.48,-106.38,8322,-99.0,-99.0,Bravo Conchos,Meseta,25.46838,4.19446,-99.0,-99.0,12.8028,,,,,,0
1540,8352,01/03/2019,28.18,-108.21,8352,-99.0,-99.0,Sonora Sur,Meseta,22.09085,6.54382,-99.0,-99.0,13.66241,,,,,,0
1541,8352,02/03/2019,28.18,-108.21,8352,-99.0,-99.0,Sonora Sur,Meseta,19.3956,5.78104,-99.0,-99.0,11.96899,,,,,,0
1656,10006,01/03/2019,26.28,-106.01,10006,-99.0,-99.0,Nazas Aguanaval,Meseta,25.03674,3.66284,-99.0,-99.0,13.0596,,,,,,0
1657,10006,02/03/2019,26.28,-106.01,10006,-99.0,-99.0,Nazas Aguanaval,Meseta,27.05109,5.21271,-99.0,-99.0,13.99936,,,,,,0
1658,10007,01/03/2019,25.6,-105.75,10007,-99.0,-99.0,Nazas Aguanaval,Meseta,26.36853,4.3349,-99.0,-99.0,14.06348,,,,,,0
1659,10007,02/03/2019,25.6,-105.75,10007,-99.0,-99.0,Nazas Aguanaval,Meseta,29.03113,5.39877,-99.0,-99.0,15.13364,,,,,,0
1670,10014,01/03/2019,23.97,-105.45,10014,-99.0,-99.0,Presidio-San Pedro,Meseta,26.27802,7.36536,-99.0,-99.0,15.96487,,,,,,0
1671,10014,02/03/2019,23.97,-105.45,10014,-99.0,-99.0,Presidio-San Pedro,Meseta,28.26828,7.96786,-99.0,-99.0,16.36731,,,,,,0
1680,10022,01/03/2019,24.62,-104.87,10022,-99.0,-99.0,Presidio-San Pedro,Meseta,27.37436,5.83224,-99.0,-99.0,15.2164,,,,,,0
1681,10022,02/03/2019,24.62,-104.87,10022,-99.0,-99.0,Presidio-San Pedro,Meseta,30.01813,6.62903,-99.0,-99.0,16.61795,,,,,,0
1682,10023,01/03/2019,23.96,-104.74,10023,-99.0,-99.0,Presidio-San Pedro,Meseta,26.86237,5.87323,-99.0,-99.0,15.05505,,,,,,0
1683,10023,02/03/2019,23.96,-104.74,10023,-99.0,-99.0,Presidio-San Pedro,Meseta,29.31155,6.6319,-99.0,-99.0,15.82761,,,,,,0
1686,10025,01/03/2019,23.78,-105.37,10025,-99.0,-99.0,Presidio-San Pedro,Meseta,27.27411,8.2211,-99.0,-99.0,16.72064,,,,,,0
1687,10025,02/03/2019,23.78,-105.37,10025,-99.0,-99.0,Presidio-San Pedro,Meseta,28.85745,8.34641,-99.0,-99.0,16.98044,,,,,,0
1688,10026,01/03/2019,25.62,-106.32,10026,-99.0,-99.0,Nazas Aguanaval,Meseta,23.75812,4.38049,-99.0,-99.0,12.8306,,,,,,0
1689,10026,02/03/2019,25.62,-106.32,10026,-99.0,-99.0,Nazas Aguanaval,Meseta,25.35001,6.14236,-99.0,-99.0,13.66199,,,,,,0
1706,10036,01/03/2019,23.72,-105.58,10036,-99.0,-99.0,Presidio-San Pedro,Meseta,28.17834,10.21988,-99.0,-99.0,18.23715,,,,,,0
1707,10036,02/03/2019,23.72,-105.58,10036,-99.0,-99.0,Presidio-San Pedro,Meseta,29.15875,9.88519,-99.0,-99.0,18.26163,,,,,,0
1710,10038,01/03/2019,23.55,-105.41,10038,-99.0,-99.0,Presidio-San Pedro,Meseta,28.89716,10.53879,-99.0,-99.0,18.62564,,,,,,0
1711,10038,02/03/2019,23.55,-105.41,10038,-99.0,-99.0,Presidio-San Pedro,Meseta,29.62042,9.83163,-99.0,-99.0,18.51733,,,,,,0
1714,10040,01/03/2019,23.5,-104.82,10040,-99.0,-99.0,Presidio-San Pedro,Meseta,27.37195,6.62671,-99.0,-99.0,16.03021,,,,,,0
1715,10040,02/03/2019,23.5,-104.82,10040,-99.0,-99.0,Presidio-San Pedro,Meseta,29.1864,6.85486,-99.0,-99.0,16.08511,,,,,,0
1718,10043,01/03/2019,24.18,-105.47,10043,-99.0,-99.0,Sinaloa,Meseta,25.65259,6.64957,-99.0,-99.0,15.18527,,,,,,0
1719,10043,02/03/2019,24.18,-105.47,10043,-99.0,-99.0,Sinaloa,Meseta,28.01456,7.24304,-99.0,-99.0,15.73874,,,,,,0
1720,10044,01/03/2019,23.88,-105.2,10044,-99.0,-99.0,Presidio-San Pedro,Meseta,26.41446,5.92072,-99.0,-99.0,14.88593,,,,,,0
1721,10044,02/03/2019,23.88,-105.2,10044,-99.0,-99.0,Presidio-San Pedro,Meseta,28.70142,6.58313,-99.0,-99.0,15.55057,,,,,,0
1728,10048,01/03/2019,23.83,-105.04,10048,-99.0,-99.0,Presidio-San Pedro,Meseta,26.48947,5.50815,-99.0,-99.0,14.64694,,,,,,0
1729,10048,02/03/2019,23.83,-105.04,10048,-99.0,-99.0,Presidio-San Pedro,Meseta,28.82437,6.12381,-99.0,-99.0,15.30789,,,,,,0
1770,10071,01/03/2019,25.18,-105.98,10071,-99.0,-99.0,Sinaloa,Meseta,25.40073,5.94409,-99.0,-99.0,14.60693,,,,,,0
1771,10071,02/03/2019,25.18,-105.98,10071,-99.0,-99.0,Sinaloa,Meseta,27.34006,7.28781,-99.0,-99.0,15.41302,,,,,,0
1774,10073,01/03/2019,23.78,-104.9,10073,-99.0,-99.0,Presidio-San Pedro,Meseta,26.67432,5.68427,-99.0,-99.0,14.89825,,,,,,0
1775,10073,02/03/2019,23.78,-104.9,10073,-99.0,-99.0,Presidio-San Pedro,Meseta,28.93488,6.22522,-99.0,-99.0,15.45447,,,,,,0
1780,10076,01/03/2019,23.9,-104.6,10076,-99.0,-99.0,Presidio-San Pedro,Meseta,27.44647,6.60901,-99.0,-99.0,15.91428,,,,,,0
1781,10076,02/03/2019,23.9,-104.6,10076,-99.0,-99.0,Presidio-San Pedro,Meseta,29.78378,7.35242,-99.0,-99.0,16.52646,,,,,,0
1802,10087,01/03/2019,25.13,-106.36,10087,-99.0,-99.0,Sinaloa,Meseta,25.76624,7.22217,-99.0,-99.0,15.91818,,,,,,0
1803,10087,02/03/2019,25.13,-106.36,10087,-99.0,-99.0,Sinaloa,Meseta,27.17734,9.10437,-99.0,-99.0,16.58646,,,,,,0
1814,10093,01/03/2019,23.69,-105.35,10093,-99.0,-99.0,Presidio-San Pedro,Meseta,27.86713,8.84836,-99.0,-99.0,17.2951,,,,,,0
1815,10093,02/03/2019,23.69,-105.35,10093,-99.0,-99.0,Presidio-San Pedro,Meseta,29.1658,8.65353,-99.0,-99.0,17.40598,,,,,,0
1816,10094,01/03/2019,25.93,-105.97,10094,-99.0,-99.0,Nazas Aguanaval,Meseta,25.15784,3.82657,-99.0,-99.0,13.20724,,,,,,0
1817,10094,02/03/2019,25.93,-105.97,10094,-99.0,-99.0,Nazas Aguanaval,Meseta,27.31769,5.55853,-99.0,-99.0,14.18109,,,,,,0
1818,10096,01/03/2019,25.03,-105.65,10096,-99.0,-99.0,Nazas Aguanaval,Meseta,25.76007,5.43497,-99.0,-99.0,13.77661,,,,,,0
1819,10096,02/03/2019,25.03,-105.65,10096,-99.0,-99.0,Nazas Aguanaval,Meseta,28.43607,5.92963,-99.0,-99.0,14.70636,,,,,,0
1830,10103,01/03/2019,23.82,-104.93,10103,-99.0,-99.0,Presidio-San Pedro,Meseta,26.56473,5.5336,-99.0,-99.0,14.70966,,,,,,0
1831,10103,02/03/2019,23.82,-104.93,10103,-99.0,-99.0,Presidio-San Pedro,Meseta,28.89673,6.14246,-99.0,-99.0,15.35519,,,,,,0
1842,10121,01/03/2019,24.99,-105.89,10121,-99.0,-99.0,Sinaloa,Meseta,25.71622,6.23755,-99.0,-99.0,14.67038,,,,,,0
1843,10121,02/03/2019,24.99,-105.89,10121,-99.0,-99.0,Sinaloa,Meseta,27.92413,7.21094,-99.0,-99.0,15.47745,,,,,,0
1848,10124,01/03/2019,23.53,-104.72,10124,-99.0,-99.0,Presidio-San Pedro,Meseta,27.27637,6.43491,-99.0,-99.0,15.85193,,,,,,0
1849,10124,02/03/2019,23.53,-104.72,10124,-99.0,-99.0,Presidio-San Pedro,Meseta,29.27478,7.12231,-99.0,-99.0,16.04843,,,,,,0
1886,10160,01/03/2019,24.44,-105.79,10160,-99.0,-99.0,Sinaloa,Meseta,25.45435,6.60107,-99.0,-99.0,14.97876,,,,,,0
1887,10160,02/03/2019,24.44,-105.79,10160,-99.0,-99.0,Sinaloa,Meseta,27.94226,7.06073,-99.0,-99.0,15.59341,,,,,,0
1902,10187,01/03/2019,24.63,-103.31,10187,-99.0,-99.0,Nazas Aguanaval,Meseta,28.82864,10.93863,-99.0,-99.0,18.87708,,,,,,0
1903,10187,02/03/2019,24.63,-103.31,10187,-99.0,-99.0,Nazas Aguanaval,Meseta,32.09424,9.29102,-99.0,-99.0,19.78879,,,,,,0
1936,11019,01/03/2019,20.63,-101.78,11019,-99.0,-99.0,Lerma Santiago,Meseta,29.98447,10.85889,-99.0,-99.0,19.5358,,,,,,0
1937,11019,02/03/2019,20.63,-101.78,11019,-99.0,-99.0,Lerma Santiago,Meseta,30.4574,10.95197,-99.0,-99.0,20.06851,,,,,,0
1950,11029,01/03/2019,20.88,-101.99,11029,-99.0,-99.0,Lerma Santiago,Meseta,29.10071,10.56412,-99.0,-99.0,18.73001,,,,,,0
1951,11029,02/03/2019,20.88,-101.99,11029,-99.0,-99.0,Lerma Santiago,Meseta,29.54642,10.0274,-99.0,-99.0,19.5275,,,,,,0
1964,11037,01/03/2019,21.5,-100.44,11037,-99.0,-99.0,Panuco,Meseta,29.95868,11.12744,-99.0,-99.0,19.23157,,,,,,0
1965,11037,02/03/2019,21.5,-100.44,11037,-99.0,-99.0,Panuco,Meseta,30.81058,11.8075,-99.0,-99.0,19.82773,,,,,,0
1968,11040,01/03/2019,21.2,-101.67,11040,-99.0,-99.0,Lerma Santiago,Meseta,28.38632,10.42999,-99.0,-99.0,18.24258,,,,,,0
1969,11040,02/03/2019,21.2,-101.67,11040,-99.0,-99.0,Lerma Santiago,Meseta,28.77982,10.14127,-99.0,-99.0,19.30002,,,,,,0
1970,11041,01/03/2019,20.68,-101.15,11041,-99.0,-99.0,Lerma Santiago,Meseta,30.20724,10.48065,-99.0,-99.0,19.40637,,,,,,0
1971,11041,02/03/2019,20.68,-101.15,11041,-99.0,-99.0,Lerma Santiago,Meseta,30.50397,10.98956,-99.0,-99.0,20.10413,,,,,,0
1976,11044,01/03/2019,20.74,-101.05,11044,-99.0,-99.0,Lerma Santiago,Meseta,29.93341,10.31308,-99.0,-99.0,19.17725,,,,,,0
1977,11044,02/03/2019,20.74,-101.05,11044,-99.0,-99.0,Lerma Santiago,Meseta,30.22644,10.8331,-99.0,-99.0,19.85278,,,,,,0
1984,11048,01/03/2019,20.71,-100.84,11048,-99.0,-99.0,Lerma Santiago,Meseta,29.78116,9.81812,-99.0,-99.0,19.02814,,,,,,0
1985,11048,02/03/2019,20.71,-100.84,11048,-99.0,-99.0,Lerma Santiago,Meseta,30.12723,11.0694,-99.0,-99.0,19.7067,,,,,,0
1988,11050,01/03/2019,21.65,-101.48,11050,-99.0,-99.0,Lerma Santiago,Meseta,27.64447,9.98312,-99.0,-99.0,17.54703,,,,,,0
1989,11050,02/03/2019,21.65,-101.48,11050,-99.0,-99.0,Lerma Santiago,Meseta,28.04642,10.40436,-99.0,-99.0,18.51273,,,,,,0
1998,11055,01/03/2019,21.08,-101.87,11055,-99.0,-99.0,Lerma Santiago,Meseta,28.58698,10.47934,-99.0,-99.0,18.36978,,,,,,0
1999,11055,02/03/2019,21.08,-101.87,11055,-99.0,-99.0,Lerma Santiago,Meseta,29.008,9.96722,-99.0,-99.0,19.42422,,,,,,0
2032,11076,01/03/2019,20.05,-100.67,11076,-99.0,-99.0,Lerma Santiago,Meseta,28.25919,8.67871,-99.0,-99.0,17.67181,,,,,,0
2033,11076,02/03/2019,20.05,-100.67,11076,-99.0,-99.0,Lerma Santiago,Meseta,28.69666,10.47861,-99.0,-99.0,18.84558,,,,,,0
2034,11078,01/03/2019,20.0,-100.51,11078,-99.0,-99.0,Lerma Santiago,Meseta,27.97617,8.61725,-99.0,-99.0,17.48093,,,,,,0
2035,11078,02/03/2019,20.0,-100.51,11078,-99.0,-99.0,Lerma Santiago,Meseta,28.46088,10.4494,-99.0,-99.0,18.70074,,,,,,0
2040,11081,01/03/2019,21.2,-100.22,11081,-99.0,-99.0,Panuco,Meseta,29.81375,10.95987,-99.0,-99.0,19.19812,,,,,,0
2041,11081,02/03/2019,21.2,-100.22,11081,-99.0,-99.0,Panuco,Meseta,30.78931,12.03491,-99.0,-99.0,19.88904,,,,,,0
2042,11082,01/03/2019,21.21,-100.22,11082,-99.0,-99.0,Panuco,Meseta,29.83054,11.00546,-99.0,-99.0,19.21521,,,,,,0
2043,11082,02/03/2019,21.21,-100.22,11082,-99.0,-99.0,Panuco,Meseta,30.82764,12.06946,-99.0,-99.0,19.92191,,,,,,0
2054,11091,01/03/2019,20.43,-101.72,11091,-99.0,-99.0,Lerma Santiago,Meseta,30.17224,10.81201,-99.0,-99.0,19.677,,,,,,0
2055,11091,02/03/2019,20.43,-101.72,11091,-99.0,-99.0,Lerma Santiago,Meseta,30.65823,11.17554,-99.0,-99.0,20.07587,,,,,,0
2060,11095,01/03/2019,21.14,-101.7,11095,-99.0,-99.0,Lerma Santiago,Meseta,28.53162,10.44724,-99.0,-99.0,18.32382,,,,,,0
2061,11095,02/03/2019,21.14,-101.7,11095,-99.0,-99.0,Lerma Santiago,Meseta,28.92899,10.05014,-99.0,-99.0,19.35846,,,,,,0
2064,11098,01/03/2019,20.65,-101.0,11098,-99.0,-99.0,Lerma Santiago,Meseta,30.14359,10.22842,-99.0,-99.0,19.34286,,,,,,0
2065,11098,02/03/2019,20.65,-101.0,11098,-99.0,-99.0,Lerma Santiago,Meseta,30.47638,11.1611,-99.0,-99.0,20.07458,,,,,,0
2066,11099,01/03/2019,20.5,-101.95,11099,-99.0,-99.0,Lerma Santiago,Meseta,30.24402,10.9848,-99.0,-99.0,19.80341,,,,,,0
2067,11099,02/03/2019,20.5,-101.95,11099,-99.0,-99.0,Lerma Santiago,Meseta,30.75378,11.20779,-99.0,-99.0,20.15652,,,,,,0
2070,11101,01/03/2019,21.12,-101.68,11101,-99.0,-99.0,Lerma Santiago,Meseta,28.58679,10.43744,-99.0,-99.0,18.34213,,,,,,0
2071,11101,02/03/2019,21.12,-101.68,11101,-99.0,-99.0,Lerma Santiago,Meseta,28.97656,10.0246,-99.0,-99.0,19.34491,,,,,,0
2102,11124,01/03/2019,20.87,-101.24,11124,-99.0,-99.0,Lerma Santiago,Meseta,29.50977,10.37796,-99.0,-99.0,18.84259,,,,,,0
2103,11124,02/03/2019,20.87,-101.24,11124,-99.0,-99.0,Lerma Santiago,Meseta,29.7663,10.39453,-99.0,-99.0,19.52594,,,,,,0
2108,11132,01/03/2019,20.08,-100.46,11132,-99.0,-99.0,Lerma Santiago,Meseta,28.02237,8.55951,-99.0,-99.0,17.50793,,,,,,0
2109,11132,02/03/2019,20.08,-100.46,11132,-99.0,-99.0,Lerma Santiago,Meseta,28.53259,10.42426,-99.0,-99.0,18.70615,,,,,,0
2116,11136,01/03/2019,20.67,-101.01,11136,-99.0,-99.0,Lerma Santiago,Meseta,30.10782,10.2504,-99.0,-99.0,19.31488,,,,,,0
2117,11136,02/03/2019,20.67,-101.01,11136,-99.0,-99.0,Lerma Santiago,Meseta,30.43164,11.09369,-99.0,-99.0,20.03204,,,,,,0
2118,11137,01/03/2019,20.87,-101.3,11137,-99.0,-99.0,Lerma Santiago,Meseta,29.48624,10.39014,-99.0,-99.0,18.8313,,,,,,0
2119,11137,02/03/2019,20.87,-101.3,11137,-99.0,-99.0,Lerma Santiago,Meseta,29.74872,10.37955,-99.0,-99.0,19.52948,,,,,,0
2128,11143,01/03/2019,20.51,-101.82,11143,-99.0,-99.0,Lerma Santiago,Meseta,30.22687,10.94934,-99.0,-99.0,19.76404,,,,,,0
2129,11143,02/03/2019,20.51,-101.82,11143,-99.0,-99.0,Lerma Santiago,Meseta,30.71671,11.17972,-99.0,-99.0,20.19766,,,,,,0
2156,11159,01/03/2019,21.05,-101.84,11159,-99.0,-99.0,Lerma Santiago,Meseta,28.63467,10.47443,-99.0,-99.0,18.38736,,,,,,0
2157,11159,02/03/2019,21.05,-101.84,11159,-99.0,-99.0,Lerma Santiago,Meseta,29.05283,9.93576,-99.0,-99.0,19.41763,,,,,,0
2166,11164,01/03/2019,20.74,-101.34,11164,-99.0,-99.0,Lerma Santiago,Meseta,29.98212,10.50665,-99.0,-99.0,19.24185,,,,,,0
2167,11164,02/03/2019,20.74,-101.34,11164,-99.0,-99.0,Lerma Santiago,Meseta,30.27072,10.77133,-99.0,-99.0,19.93063,,,,,,0
2198,12014,01/03/2019,18.46,-99.4,12014,-99.0,-99.0,Balsas,Meseta,33.43085,15.34488,-99.0,-99.0,23.8223,,,,,,0
2199,12014,02/03/2019,18.46,-99.4,12014,-99.0,-99.0,Balsas,Meseta,34.16367,16.08252,-99.0,-99.0,24.26437,,,,,,0
2452,12167,01/03/2019,18.55,-99.42,12167,-99.0,-99.0,Balsas,Meseta,32.99179,14.72733,-99.0,-99.0,23.30533,,,,,,0
2453,12167,02/03/2019,18.55,-99.42,12167,-99.0,-99.0,Balsas,Meseta,33.58554,15.52795,-99.0,-99.0,23.73248,,,,,,0
2516,12207,01/03/2019,18.6,-99.54,12207,-99.0,-99.0,Balsas,Meseta,32.6933,14.52667,-99.0,-99.0,23.03568,,,,,,0
2517,12207,02/03/2019,18.6,-99.54,12207,-99.0,-99.0,Balsas,Meseta,33.27646,15.35342,-99.0,-99.0,23.47717,,,,,,0
2620,13019,01/03/2019,20.78,-98.72,13019,-99.0,-99.0,Panuco,Meseta,28.9837,13.99817,-99.0,-99.0,19.92804,,,,,,0
2621,13019,02/03/2019,20.78,-98.72,13019,-99.0,-99.0,Panuco,Meseta,30.33954,14.23221,-99.0,-99.0,20.79028,,,,,,0
2660,13042,01/03/2019,20.64,-98.66,13042,-99.0,-99.0,Panuco,Meseta,28.3559,13.04489,-99.0,-99.0,19.1864,,,,,,0
2661,13042,02/03/2019,20.64,-98.66,13042,-99.0,-99.0,Panuco,Meseta,29.59323,12.86908,-99.0,-99.0,19.81168,,,,,,0
2694,13063,01/03/2019,20.42,-99.23,13063,-99.0,-99.0,Panuco,Meseta,28.51477,10.84808,-99.0,-99.0,18.53799,,,,,,0
2695,13063,02/03/2019,20.42,-99.23,13063,-99.0,-99.0,Panuco,Meseta,29.69653,11.6347,-99.0,-99.0,19.08112,,,,,,0
2700,13066,01/03/2019,20.79,-98.73,13066,-99.0,-99.0,Panuco,Meseta,29.02557,14.06335,-99.0,-99.0,19.97839,,,,,,0
2701,13066,02/03/2019,20.79,-98.73,13066,-99.0,-99.0,Panuco,Meseta,30.39044,14.3302,-99.0,-99.0,20.85889,,,,,,0
2736,13087,01/03/2019,20.64,-98.83,13087,-99.0,-99.0,Panuco,Meseta,28.35947,12.79755,-99.0,-99.0,19.06226,,,,,,0
2737,13087,02/03/2019,20.64,-98.83,13087,-99.0,-99.0,Panuco,Meseta,29.64758,12.60364,-99.0,-99.0,19.68326,,,,,,0
2750,13095,01/03/2019,20.34,-98.36,13095,-99.0,-99.0,Panuco,Meseta,27.22491,12.65378,-99.0,-99.0,18.77899,,,,,,0
2751,13095,02/03/2019,20.34,-98.36,13095,-99.0,-99.0,Panuco,Meseta,28.11145,13.74222,-99.0,-99.0,19.5582,,,,,,0
2754,13097,01/03/2019,20.32,-99.23,13097,-99.0,-99.0,Panuco,Meseta,28.25101,10.38144,-99.0,-99.0,18.31482,,,,,,0
2755,13097,02/03/2019,20.32,-99.23,13097,-99.0,-99.0,Panuco,Meseta,29.43851,11.19547,-99.0,-99.0,18.83362,,,,,,0
2858,14013,01/03/2019,20.14,-103.73,14013,-99.0,-99.0,Armeria-Coahuayana,Meseta,30.30008,13.49716,-99.0,-99.0,20.38754,,,,,,0
2859,14013,02/03/2019,20.14,-103.73,14013,-99.0,-99.0,Armeria-Coahuayana,Meseta,31.38324,11.65775,-99.0,-99.0,20.39359,,,,,,0
2860,14014,01/03/2019,20.28,-104.25,14014,-99.0,-99.0,Armeria-Coahuayana,Meseta,31.48206,14.13425,-99.0,-99.0,21.17072,,,,,,0
2861,14014,02/03/2019,20.28,-104.25,14014,-99.0,-99.0,Armeria-Coahuayana,Meseta,32.79843,12.11496,-99.0,-99.0,21.25568,,,,,,0
2866,14017,01/03/2019,20.55,-102.51,14017,-99.0,-99.0,Lerma Santiago,Meseta,30.68661,11.78922,-99.0,-99.0,20.24176,,,,,,0
2867,14017,02/03/2019,20.55,-102.51,14017,-99.0,-99.0,Lerma Santiago,Meseta,31.20914,10.7854,-99.0,-99.0,20.42056,,,,,,0
2910,14041,01/03/2019,20.09,-103.86,14041,-99.0,-99.0,Armeria-Coahuayana,Meseta,30.24893,13.67249,-99.0,-99.0,20.40341,,,,,,0
2911,14041,02/03/2019,20.09,-103.86,14041,-99.0,-99.0,Armeria-Coahuayana,Meseta,31.32782,11.74405,-99.0,-99.0,20.42261,,,,,,0
2976,14078,01/03/2019,20.08,-104.1,14078,-99.0,-99.0,Armeria-Coahuayana,Meseta,30.90289,14.29028,-99.0,-99.0,20.99442,,,,,,0
2977,14078,02/03/2019,20.08,-104.1,14078,-99.0,-99.0,Armeria-Coahuayana,Meseta,32.07239,12.3956,-99.0,-99.0,21.14529,,,,,,0
3010,14097,01/03/2019,21.77,-101.65,14097,-99.0,-99.0,Lerma Santiago,Meseta,27.67859,9.82928,-99.0,-99.0,17.53537,,,,,,0
3011,14097,02/03/2019,21.77,-101.65,14097,-99.0,-99.0,Lerma Santiago,Meseta,28.05334,10.48346,-99.0,-99.0,18.86209,,,,,,0
3016,14100,01/03/2019,21.27,-102.78,14100,-99.0,-99.0,Lerma Santiago,Meseta,29.68124,10.04083,-99.0,-99.0,18.98517,,,,,,0
3017,14100,02/03/2019,21.27,-102.78,14100,-99.0,-99.0,Lerma Santiago,Meseta,30.20895,9.42639,-99.0,-99.0,19.24585,,,,,,0
3040,14114,01/03/2019,21.22,-101.82,14114,-99.0,-99.0,Lerma Santiago,Meseta,28.30301,10.48969,-99.0,-99.0,18.25363,,,,,,0
