,Antena,Fecha,Latitud,Longitud,Codigo,Temp_max_emas,Temp_min_emas,Hidroregion,Topoforma,Temp_max_merra,Temp_min_merra,Differential_max,Differential_min,Temp_mean_merra,Temp_mean_emas,Humedad,Presion_barometrica,Precipitacion,Radiacion_solar,Etiqueta_clase
2046,11084,01/03/2019,20.54,-100.81,11084,-99.0,-99.0,Lerma Santiago,Llanura,29.86868,9.68927,-99.0,-99.0,19.09961,,,,,,0
2047,11084,02/03/2019,20.54,-100.81,11084,-99.0,-99.0,Lerma Santiago,Llanura,30.28915,11.49347,-99.0,-99.0,19.98581,,,,,,0
2050,11089,01/03/2019,20.95,-101.43,11089,-99.0,-99.0,Lerma Santiago,Llanura,29.18692,10.36517,-99.0,-99.0,18.62134,,,,,,0
2051,11089,02/03/2019,20.95,-101.43,11089,-99.0,-99.0,Lerma Santiago,Llanura,29.46664,10.1528,-99.0,-99.0,19.36008,,,,,,0
2056,11093,01/03/2019,20.43,-101.02,11093,-99.0,-99.0,Lerma Santiago,Llanura,30.2886,10.2074,-99.0,-99.0,19.45337,,,,,,0
2057,11093,02/03/2019,20.43,-101.02,11093,-99.0,-99.0,Lerma Santiago,Llanura,30.63943,11.33636,-99.0,-99.0,20.23935,,,,,,0
2068,11100,01/03/2019,20.58,-100.83,11100,-99.0,-99.0,Lerma Santiago,Llanura,29.88898,9.74438,-99.0,-99.0,19.11719,,,,,,0
2069,11100,02/03/2019,20.58,-100.83,11100,-99.0,-99.0,Lerma Santiago,Llanura,30.29373,11.42297,-99.0,-99.0,19.96277,,,,,,0
2074,11105,01/03/2019,20.55,-100.58,11105,-99.0,-99.0,Lerma Santiago,Llanura,29.62671,9.46161,-99.0,-99.0,18.90283,,,,,,0
2075,11105,02/03/2019,20.55,-100.58,11105,-99.0,-99.0,Lerma Santiago,Llanura,30.07895,11.48245,-99.0,-99.0,19.80109,,,,,,0
2076,11107,01/03/2019,21.32,-101.11,11107,-99.0,-99.0,Lerma Santiago,Llanura,28.21393,10.16199,-99.0,-99.0,17.91791,,,,,,0
2077,11107,02/03/2019,21.32,-101.11,11107,-99.0,-99.0,Lerma Santiago,Llanura,28.54779,10.29156,-99.0,-99.0,18.53247,,,,,,0
2080,11110,01/03/2019,21.39,-101.42,11110,-99.0,-99.0,Lerma Santiago,Llanura,27.80054,10.14542,-99.0,-99.0,17.70132,,,,,,0
2081,11110,02/03/2019,21.39,-101.42,11110,-99.0,-99.0,Lerma Santiago,Llanura,28.14331,10.2652,-99.0,-99.0,18.46124,,,,,,0
2084,11112,01/03/2019,20.81,-101.95,11112,-99.0,-99.0,Lerma Santiago,Llanura,29.32578,10.66129,-99.0,-99.0,18.95023,,,,,,0
2085,11112,02/03/2019,20.81,-101.95,11112,-99.0,-99.0,Lerma Santiago,Llanura,29.77994,10.30414,-99.0,-99.0,19.689,,,,,,0
2086,11113,01/03/2019,20.72,-100.76,11113,-99.0,-99.0,Lerma Santiago,Llanura,29.70636,9.69623,-99.0,-99.0,18.96063,,,,,,0
2087,11113,02/03/2019,20.72,-100.76,11113,-99.0,-99.0,Lerma Santiago,Llanura,30.05701,11.06512,-99.0,-99.0,19.61664,,,,,,0
2094,11119,01/03/2019,20.29,-100.76,11119,-99.0,-99.0,Lerma Santiago,Llanura,29.10931,9.1832,-99.0,-99.0,18.4288,,,,,,0
2095,11119,02/03/2019,20.29,-100.76,11119,-99.0,-99.0,Lerma Santiago,Llanura,29.55133,11.09589,-99.0,-99.0,19.48492,,,,,,0
2100,11123,01/03/2019,21.39,-101.06,11123,-99.0,-99.0,Lerma Santiago,Llanura,28.19565,10.19839,-99.0,-99.0,17.91229,,,,,,0
2101,11123,02/03/2019,21.39,-101.06,11123,-99.0,-99.0,Lerma Santiago,Llanura,28.57291,10.43353,-99.0,-99.0,18.50156,,,,,,0
2106,11131,01/03/2019,21.56,-101.41,11131,-99.0,-99.0,Lerma Santiago,Llanura,27.57211,10.02994,-99.0,-99.0,17.50888,,,,,,0
2107,11131,02/03/2019,21.56,-101.41,11131,-99.0,-99.0,Lerma Santiago,Llanura,27.95374,10.33957,-99.0,-99.0,18.31631,,,,,,0
2110,11133,01/03/2019,20.42,-101.3,11133,-99.0,-99.0,Lerma Santiago,Llanura,30.52823,10.54025,-99.0,-99.0,19.67136,,,,,,0
2111,11133,02/03/2019,20.42,-101.3,11133,-99.0,-99.0,Lerma Santiago,Llanura,30.83575,11.21442,-99.0,-99.0,20.34683,,,,,,0
2112,11134,01/03/2019,20.72,-101.37,11134,-99.0,-99.0,Lerma Santiago,Llanura,30.05521,10.53369,-99.0,-99.0,19.31055,,,,,,0
2113,11134,02/03/2019,20.72,-101.37,11134,-99.0,-99.0,Lerma Santiago,Llanura,30.35309,10.83377,-99.0,-99.0,19.99493,,,,,,0
2120,11138,01/03/2019,20.84,-101.59,11138,-99.0,-99.0,Lerma Santiago,Llanura,29.3389,10.52521,-99.0,-99.0,18.85059,,,,,,0
2121,11138,02/03/2019,20.84,-101.59,11138,-99.0,-99.0,Lerma Santiago,Llanura,29.70526,10.31665,-99.0,-99.0,19.61176,,,,,,0
2138,11149,01/03/2019,20.11,-100.72,11149,-99.0,-99.0,Lerma Santiago,Llanura,28.41815,8.78714,-99.0,-99.0,17.81464,,,,,,0
2139,11149,02/03/2019,20.11,-100.72,11149,-99.0,-99.0,Lerma Santiago,Llanura,28.85184,10.57736,-99.0,-99.0,18.95673,,,,,,0
2140,11150,01/03/2019,20.71,-101.26,11150,-99.0,-99.0,Lerma Santiago,Llanura,30.12094,10.52267,-99.0,-99.0,19.34299,,,,,,0
2141,11150,02/03/2019,20.71,-101.26,11150,-99.0,-99.0,Lerma Santiago,Llanura,30.40741,10.87369,-99.0,-99.0,20.03198,,,,,,0
2144,11153,01/03/2019,21.11,-101.55,11153,-99.0,-99.0,Lerma Santiago,Llanura,28.68781,10.35522,-99.0,-99.0,18.32932,,,,,,0
2145,11153,02/03/2019,21.11,-101.55,11153,-99.0,-99.0,Lerma Santiago,Llanura,29.02264,10.03558,-99.0,-99.0,19.18744,,,,,,0
2146,11154,01/03/2019,21.01,-101.62,11154,-99.0,-99.0,Lerma Santiago,Llanura,28.79999,10.40848,-99.0,-99.0,18.42288,,,,,,0
2147,11154,02/03/2019,21.01,-101.62,11154,-99.0,-99.0,Lerma Santiago,Llanura,29.15967,9.9447,-99.0,-99.0,19.32062,,,,,,0
2152,11157,01/03/2019,20.88,-101.86,11157,-99.0,-99.0,Lerma Santiago,Llanura,29.10443,10.58762,-99.0,-99.0,18.75443,,,,,,0
2153,11157,02/03/2019,20.88,-101.86,11157,-99.0,-99.0,Lerma Santiago,Llanura,29.5416,10.16013,-99.0,-99.0,19.59628,,,,,,0
2158,11160,01/03/2019,20.58,-101.54,11160,-99.0,-99.0,Lerma Santiago,Llanura,30.40558,10.76227,-99.0,-99.0,19.72195,,,,,,0
2159,11160,02/03/2019,20.58,-101.54,11160,-99.0,-99.0,Lerma Santiago,Llanura,30.79373,11.19177,-99.0,-99.0,20.30664,,,,,,0
2160,11161,01/03/2019,21.45,-100.66,11161,-99.0,-99.0,Lerma Santiago,Llanura,29.77734,10.70425,-99.0,-99.0,19.02951,,,,,,0
2161,11161,02/03/2019,21.45,-100.66,11161,-99.0,-99.0,Lerma Santiago,Llanura,30.36111,11.32458,-99.0,-99.0,19.44232,,,,,,0
2164,11163,01/03/2019,21.51,-100.75,11163,-99.0,-99.0,Lerma Santiago,Llanura,29.66058,10.82678,-99.0,-99.0,18.94739,,,,,,0
2165,11163,02/03/2019,21.51,-100.75,11163,-99.0,-99.0,Lerma Santiago,Llanura,30.33853,11.44467,-99.0,-99.0,19.46158,,,,,,0
2168,11165,01/03/2019,21.04,-101.44,11165,-99.0,-99.0,Lerma Santiago,Llanura,28.8736,10.30853,-99.0,-99.0,18.39059,,,,,,0
2169,11165,02/03/2019,21.04,-101.44,11165,-99.0,-99.0,Lerma Santiago,Llanura,29.15753,10.03278,-99.0,-99.0,19.13934,,,,,,0
2170,11167,01/03/2019,21.0,-100.39,11167,-99.0,-99.0,Lerma Santiago,Llanura,29.61584,9.99667,-99.0,-99.0,18.9209,,,,,,0
2171,11167,02/03/2019,21.0,-100.39,11167,-99.0,-99.0,Lerma Santiago,Llanura,30.01047,10.85907,-99.0,-99.0,19.23495,,,,,,0
2172,11168,01/03/2019,20.9,-100.72,11168,-99.0,-99.0,Lerma Santiago,Llanura,29.63425,9.81039,-99.0,-99.0,18.89673,,,,,,0
2173,11168,02/03/2019,20.9,-100.72,11168,-99.0,-99.0,Lerma Santiago,Llanura,29.88998,10.55594,-99.0,-99.0,19.25085,,,,,,0
2174,11169,01/03/2019,20.52,-100.68,11169,-99.0,-99.0,Lerma Santiago,Llanura,29.70053,9.5025,-99.0,-99.0,18.95673,,,,,,0
2175,11169,02/03/2019,20.52,-100.68,11169,-99.0,-99.0,Lerma Santiago,Llanura,30.14429,11.53116,-99.0,-99.0,19.88895,,,,,,0
2188,12008,01/03/2019,18.32,-100.28,12008,-99.0,-99.0,Balsas,Llanura,34.1377,17.18439,-99.0,-99.0,24.81119,,,,,,0
2189,12008,02/03/2019,18.32,-100.28,12008,-99.0,-99.0,Balsas,Llanura,34.83844,17.76276,-99.0,-99.0,25.23236,,,,,,0
2192,12011,01/03/2019,17.22,-100.45,12011,-99.0,-99.0,Costa Grande de Guerrero,Llanura,29.95203,21.31488,-99.0,-99.0,24.59009,,,,,,0
2193,12011,02/03/2019,17.22,-100.45,12011,-99.0,-99.0,Costa Grande de Guerrero,Llanura,31.58783,21.47021,-99.0,-99.0,25.25201,,,,,,0
2208,12019,01/03/2019,18.36,-100.66,12019,-99.0,-99.0,Balsas,Llanura,35.86984,19.00668,-99.0,-99.0,26.36469,,,,,,0
2209,12019,02/03/2019,18.36,-100.66,12019,-99.0,-99.0,Balsas,Llanura,36.31827,19.58209,-99.0,-99.0,26.646,,,,,,0
2214,12022,01/03/2019,16.62,-98.97,12022,-99.0,-99.0,Costa Chica de Guerrero,Llanura,31.435,23.09515,-99.0,-99.0,26.30853,,,,,,0
2215,12022,02/03/2019,16.62,-98.97,12022,-99.0,-99.0,Costa Chica de Guerrero,Llanura,31.8992,23.57181,-99.0,-99.0,26.76169,,,,,,0
2220,12025,01/03/2019,17.38,-101.06,12025,-99.0,-99.0,Costa Grande de Guerrero,Llanura,28.96753,22.31866,-99.0,-99.0,24.90497,,,,,,0
2221,12025,02/03/2019,17.38,-101.06,12025,-99.0,-99.0,Costa Grande de Guerrero,Llanura,30.79181,22.42581,-99.0,-99.0,25.508,,,,,,0
2228,12029,01/03/2019,16.7,-99.51,12029,-99.0,-99.0,Costa Chica de Guerrero,Llanura,30.46271,23.36267,-99.0,-99.0,26.09741,,,,,,0
2229,12029,02/03/2019,16.7,-99.51,12029,-99.0,-99.0,Costa Chica de Guerrero,Llanura,31.12668,23.5524,-99.0,-99.0,26.51233,,,,,,0
2246,12041,01/03/2019,17.13,-100.35,12041,-99.0,-99.0,Costa Grande de Guerrero,Llanura,29.8934,22.04187,-99.0,-99.0,24.95016,,,,,,0
2247,12041,02/03/2019,17.13,-100.35,12041,-99.0,-99.0,Costa Grande de Guerrero,Llanura,31.54645,22.14508,-99.0,-99.0,25.63501,,,,,,0
2268,12052,01/03/2019,17.98,-101.88,12052,-99.0,-99.0,Costa Grande de Guerrero,Llanura,30.43567,22.86475,-99.0,-99.0,25.75534,,,,,,0
2269,12052,02/03/2019,17.98,-101.88,12052,-99.0,-99.0,Costa Grande de Guerrero,Llanura,31.99289,22.82187,-99.0,-99.0,26.01761,,,,,,0
2292,12064,01/03/2019,17.53,-101.23,12064,-99.0,-99.0,Costa Grande de Guerrero,Llanura,29.41354,21.82568,-99.0,-99.0,24.78918,,,,,,0
2293,12064,02/03/2019,17.53,-101.23,12064,-99.0,-99.0,Costa Grande de Guerrero,Llanura,31.63516,21.96222,-99.0,-99.0,25.49609,,,,,,0
2322,12080,01/03/2019,18.09,-100.24,12080,-99.0,-99.0,Balsas,Llanura,33.95541,16.97324,-99.0,-99.0,24.45804,,,,,,0
2323,12080,02/03/2019,18.09,-100.24,12080,-99.0,-99.0,Balsas,Llanura,34.63751,17.19421,-99.0,-99.0,24.79276,,,,,,0
2360,12099,01/03/2019,17.13,-100.52,12099,-99.0,-99.0,Costa Grande de Guerrero,Llanura,29.41843,22.55231,-99.0,-99.0,25.09772,,,,,,0
2361,12099,02/03/2019,17.13,-100.52,12099,-99.0,-99.0,Costa Grande de Guerrero,Llanura,31.05991,22.72934,-99.0,-99.0,25.76355,,,,,,0
2362,12100,01/03/2019,18.17,-100.49,12100,-99.0,-99.0,Balsas,Llanura,34.98755,18.02264,-99.0,-99.0,25.36438,,,,,,0
2363,12100,02/03/2019,18.17,-100.49,12100,-99.0,-99.0,Balsas,Llanura,35.56439,18.52505,-99.0,-99.0,25.67343,,,,,,0
2368,12103,01/03/2019,18.47,-100.98,12103,-99.0,-99.0,Balsas,Llanura,35.45111,18.90356,-99.0,-99.0,25.84668,,,,,,0
2369,12103,02/03/2019,18.47,-100.98,12103,-99.0,-99.0,Balsas,Llanura,36.85242,19.51575,-99.0,-99.0,26.41351,,,,,,0
2372,12105,01/03/2019,17.66,-99.53,12105,-99.0,-99.0,Balsas,Llanura,32.83585,16.05197,-99.0,-99.0,23.08609,,,,,,0
2373,12105,02/03/2019,17.66,-99.53,12105,-99.0,-99.0,Balsas,Llanura,33.92084,15.67023,-99.0,-99.0,23.41019,,,,,,0
2396,12121,01/03/2019,17.57,-101.34,12121,-99.0,-99.0,Costa Grande de Guerrero,Llanura,29.40997,21.96329,-99.0,-99.0,24.88428,,,,,,0
2397,12121,02/03/2019,17.57,-101.34,12121,-99.0,-99.0,Costa Grande de Guerrero,Llanura,31.54654,22.08694,-99.0,-99.0,25.54507,,,,,,0
2404,12127,01/03/2019,17.64,-101.55,12127,-99.0,-99.0,Costa Grande de Guerrero,Llanura,29.03937,23.08896,-99.0,-99.0,25.44058,,,,,,0
2405,12127,02/03/2019,17.64,-101.55,12127,-99.0,-99.0,Costa Grande de Guerrero,Llanura,30.54242,23.04984,-99.0,-99.0,25.78558,,,,,,0
2414,12137,01/03/2019,16.86,-99.88,12137,-99.0,-99.0,Costa Grande de Guerrero,Llanura,29.81461,22.77145,-99.0,-99.0,25.35242,,,,,,0
2415,12137,02/03/2019,16.86,-99.88,12137,-99.0,-99.0,Costa Grande de Guerrero,Llanura,31.17358,22.88278,-99.0,-99.0,25.97842,,,,,,0
2416,12138,01/03/2019,18.15,-100.5,12138,-99.0,-99.0,Balsas,Llanura,34.94559,17.97324,-99.0,-99.0,25.30405,,,,,,0
2417,12138,02/03/2019,18.15,-100.5,12138,-99.0,-99.0,Balsas,Llanura,35.5318,18.47153,-99.0,-99.0,25.6134,,,,,,0
2418,12139,01/03/2019,18.29,-100.68,12139,-99.0,-99.0,Balsas,Llanura,35.5939,18.72195,-99.0,-99.0,26.04712,,,,,,0
2419,12139,02/03/2019,18.29,-100.68,12139,-99.0,-99.0,Balsas,Llanura,36.10638,19.28534,-99.0,-99.0,26.34296,,,,,,0
2422,12141,01/03/2019,18.25,-100.54,12141,-99.0,-99.0,Balsas,Llanura,35.36694,18.43863,-99.0,-99.0,25.79572,,,,,,0
2423,12141,02/03/2019,18.25,-100.54,12141,-99.0,-99.0,Balsas,Llanura,35.87769,18.98676,-99.0,-99.0,26.09219,,,,,,0
2428,12149,01/03/2019,17.97,-101.88,12149,-99.0,-99.0,Costa Grande de Guerrero,Llanura,30.40012,22.89853,-99.0,-99.0,25.76346,,,,,,0
2429,12149,02/03/2019,17.97,-101.88,12149,-99.0,-99.0,Costa Grande de Guerrero,Llanura,31.94238,22.85141,-99.0,-99.0,26.02005,,,,,,0
2438,12160,01/03/2019,18.48,-100.98,12160,-99.0,-99.0,Balsas,Llanura,35.47458,18.91107,-99.0,-99.0,25.86176,,,,,,0
2439,12160,02/03/2019,18.48,-100.98,12160,-99.0,-99.0,Balsas,Llanura,36.8703,19.5238,-99.0,-99.0,26.42737,,,,,,0
2442,12162,01/03/2019,18.27,-100.67,12162,-99.0,-99.0,Balsas,Llanura,35.51773,18.63504,-99.0,-99.0,25.95676,,,,,,0
2443,12162,02/03/2019,18.27,-100.67,12162,-99.0,-99.0,Balsas,Llanura,36.03778,19.19437,-99.0,-99.0,26.25351,,,,,,0
2444,12163,01/03/2019,18.47,-100.57,12163,-99.0,-99.0,Balsas,Llanura,36.04962,19.20309,-99.0,-99.0,26.62384,,,,,,0
2445,12163,02/03/2019,18.47,-100.57,12163,-99.0,-99.0,Balsas,Llanura,36.42709,19.80365,-99.0,-99.0,26.89618,,,,,,0
2448,12165,01/03/2019,17.54,-101.27,12165,-99.0,-99.0,Costa Grande de Guerrero,Llanura,29.37506,21.94266,-99.0,-99.0,24.84848,,,,,,0
2449,12165,02/03/2019,17.54,-101.27,12165,-99.0,-99.0,Costa Grande de Guerrero,Llanura,31.57153,22.07028,-99.0,-99.0,25.53882,,,,,,0
2450,12166,01/03/2019,18.16,-100.39,12166,-99.0,-99.0,Balsas,Llanura,34.63126,17.65909,-99.0,-99.0,25.0556,,,,,,0
2451,12166,02/03/2019,18.16,-100.39,12166,-99.0,-99.0,Balsas,Llanura,35.25024,18.09412,-99.0,-99.0,25.3808,,,,,,0
2460,12173,01/03/2019,16.58,-98.81,12173,-99.0,-99.0,Costa Chica de Guerrero,Llanura,31.78329,23.07718,-99.0,-99.0,26.42258,,,,,,0
2461,12173,02/03/2019,16.58,-98.81,12173,-99.0,-99.0,Costa Chica de Guerrero,Llanura,32.23608,23.6149,-99.0,-99.0,26.89777,,,,,,0
2462,12174,01/03/2019,17.47,-101.21,12174,-99.0,-99.0,Costa Grande de Guerrero,Llanura,28.89084,22.52875,-99.0,-99.0,24.99609,,,,,,0
2463,12174,02/03/2019,17.47,-101.21,12174,-99.0,-99.0,Costa Grande de Guerrero,Llanura,30.91113,22.61118,-99.0,-99.0,25.63806,,,,,,0
2472,12181,01/03/2019,16.85,-99.79,12181,-99.0,-99.0,Costa Grande de Guerrero,Llanura,30.04678,22.57166,-99.0,-99.0,25.34528,,,,,,0
2473,12181,02/03/2019,16.85,-99.79,12181,-99.0,-99.0,Costa Grande de Guerrero,Llanura,31.37225,22.65524,-99.0,-99.0,25.95065,,,,,,0
2486,12188,01/03/2019,16.77,-99.23,12188,-99.0,-99.0,Costa Chica de Guerrero,Llanura,31.08762,22.14343,-99.0,-99.0,25.60828,,,,,,0
2487,12188,02/03/2019,16.77,-99.23,12188,-99.0,-99.0,Costa Chica de Guerrero,Llanura,32.00177,22.25092,-99.0,-99.0,26.08099,,,,,,0
2488,12190,01/03/2019,16.87,-99.88,12190,-99.0,-99.0,Costa Grande de Guerrero,Llanura,29.86856,22.69098,-99.0,-99.0,25.32001,,,,,,0
2489,12190,02/03/2019,16.87,-99.88,12190,-99.0,-99.0,Costa Grande de Guerrero,Llanura,31.26132,22.79913,-99.0,-99.0,25.95648,,,,,,0
2490,12191,01/03/2019,17.09,-100.33,12191,-99.0,-99.0,Costa Grande de Guerrero,Llanura,29.83655,22.31116,-99.0,-99.0,25.07153,,,,,,0
2491,12191,02/03/2019,17.09,-100.33,12191,-99.0,-99.0,Costa Grande de Guerrero,Llanura,31.50967,22.41571,-99.0,-99.0,25.76871,,,,,,0
2522,12210,01/03/2019,18.55,-100.6,12210,-99.0,-99.0,Balsas,Llanura,35.92154,19.05539,-99.0,-99.0,26.5177,,,,,,0
2523,12210,02/03/2019,18.55,-100.6,12210,-99.0,-99.0,Balsas,Llanura,36.29626,19.78659,-99.0,-99.0,26.83319,,,,,,0
2536,12218,01/03/2019,17.66,-101.59,12218,-99.0,-99.0,Costa Grande de Guerrero,Llanura,28.99182,23.36304,-99.0,-99.0,25.58771,,,,,,0
2537,12218,02/03/2019,17.66,-101.59,12218,-99.0,-99.0,Costa Grande de Guerrero,Llanura,30.34772,23.28314,-99.0,-99.0,25.85492,,,,,,0
2538,12219,01/03/2019,17.01,-100.09,12219,-99.0,-99.0,Costa Grande de Guerrero,Llanura,30.46469,21.6608,-99.0,-99.0,24.87198,,,,,,0
2539,12219,02/03/2019,17.01,-100.09,12219,-99.0,-99.0,Costa Grande de Guerrero,Llanura,32.23175,21.72363,-99.0,-99.0,25.62845,,,,,,0
2542,12221,01/03/2019,17.21,-100.76,12221,-99.0,-99.0,Costa Grande de Guerrero,Llanura,29.48276,21.95749,-99.0,-99.0,24.81113,,,,,,0
2543,12221,02/03/2019,17.21,-100.76,12221,-99.0,-99.0,Costa Grande de Guerrero,Llanura,31.09396,22.15103,-99.0,-99.0,25.44785,,,,,,0
2546,12223,01/03/2019,16.83,-99.78,12223,-99.0,-99.0,Costa Grande de Guerrero,Llanura,29.97308,22.72415,-99.0,-99.0,25.42065,,,,,,0
2547,12223,02/03/2019,16.83,-99.78,12223,-99.0,-99.0,Costa Grande de Guerrero,Llanura,31.22217,22.81525,-99.0,-99.0,26.00238,,,,,,0
2552,12226,01/03/2019,16.45,-98.64,12226,-99.0,-99.0,Costa Chica de Guerrero,Llanura,31.41046,24.24411,-99.0,-99.0,26.9931,,,,,,0
2553,12226,02/03/2019,16.45,-98.64,12226,-99.0,-99.0,Costa Chica de Guerrero,Llanura,31.7226,24.79791,-99.0,-99.0,27.40701,,,,,,0
2566,12234,01/03/2019,16.75,-99.24,12234,-99.0,-99.0,Costa Chica de Guerrero,Llanura,30.99078,22.4408,-99.0,-99.0,25.74969,,,,,,0
2567,12234,02/03/2019,16.75,-99.24,12234,-99.0,-99.0,Costa Chica de Guerrero,Llanura,31.83347,22.57733,-99.0,-99.0,26.20801,,,,,,0
2568,12236,01/03/2019,16.71,-99.12,12236,-99.0,-99.0,Costa Chica de Guerrero,Llanura,31.07944,22.57208,-99.0,-99.0,25.86664,,,,,,0
2569,12236,02/03/2019,16.71,-99.12,12236,-99.0,-99.0,Costa Chica de Guerrero,Llanura,31.76825,22.84027,-99.0,-99.0,26.31812,,,,,,0
2574,12241,01/03/2019,17.8,-101.67,12241,-99.0,-99.0,Costa Grande de Guerrero,Llanura,29.82697,22.95248,-99.0,-99.0,25.64417,,,,,,0
2575,12241,02/03/2019,17.8,-101.67,12241,-99.0,-99.0,Costa Grande de Guerrero,Llanura,31.26544,22.91425,-99.0,-99.0,25.90274,,,,,,0
2592,13001,01/03/2019,20.03,-98.84,13001,-99.0,-99.0,Panuco,Llanura,26.23361,8.57587,-99.0,-99.0,16.77667,,,,,,0
2593,13001,02/03/2019,20.03,-98.84,13001,-99.0,-99.0,Panuco,Llanura,27.82712,8.11298,-99.0,-99.0,16.98575,,,,,,0
2594,13002,01/03/2019,19.71,-98.45,13002,-99.0,-99.0,Panuco,Llanura,25.67932,7.37625,-99.0,-99.0,15.73224,,,,,,0
2595,13002,02/03/2019,19.71,-98.45,13002,-99.0,-99.0,Panuco,Llanura,26.67041,8.84515,-99.0,-99.0,16.46844,,,,,,0
2598,13006,01/03/2019,19.77,-98.58,13006,-99.0,-99.0,Panuco,Llanura,25.81976,7.63647,-99.0,-99.0,16.03314,,,,,,0
2599,13006,02/03/2019,19.77,-98.58,13006,-99.0,-99.0,Panuco,Llanura,27.0191,7.97205,-99.0,-99.0,16.39471,,,,,,0
2606,13010,01/03/2019,20.16,-99.35,13010,-99.0,-99.0,Panuco,Llanura,27.83762,9.4855,-99.0,-99.0,17.94699,,,,,,0
2607,13010,02/03/2019,20.16,-99.35,13010,-99.0,-99.0,Panuco,Llanura,29.00488,10.47626,-99.0,-99.0,18.43826,,,,,,0
2618,13018,01/03/2019,20.23,-99.22,13018,-99.0,-99.0,Panuco,Llanura,27.91455,9.83963,-99.0,-99.0,18.03717,,,,,,0
2619,13018,02/03/2019,20.23,-99.22,13018,-99.0,-99.0,Panuco,Llanura,29.11639,10.64764,-99.0,-99.0,18.52203,,,,,,0
2628,13025,01/03/2019,20.24,-99.18,13025,-99.0,-99.0,Panuco,Llanura,27.86148,9.90833,-99.0,-99.0,18.01544,,,,,,0
2629,13025,02/03/2019,20.24,-99.18,13025,-99.0,-99.0,Panuco,Llanura,29.08252,10.60101,-99.0,-99.0,18.48724,,,,,,0
2632,13027,01/03/2019,19.82,-98.48,13027,-99.0,-99.0,Panuco,Llanura,25.58707,7.8429,-99.0,-99.0,15.98108,,,,,,0
2633,13027,02/03/2019,19.82,-98.48,13027,-99.0,-99.0,Panuco,Llanura,26.89453,8.84961,-99.0,-99.0,16.62283,,,,,,0
2634,13028,01/03/2019,19.87,-98.4,13028,-99.0,-99.0,Panuco,Llanura,25.30313,8.06097,-99.0,-99.0,15.89651,,,,,,0
2635,13028,02/03/2019,19.87,-98.4,13028,-99.0,-99.0,Panuco,Llanura,26.70718,9.76233,-99.0,-99.0,16.81879,,,,,,0
2638,13030,01/03/2019,19.87,-98.36,13030,-99.0,-99.0,Panuco,Llanura,25.19888,8.07495,-99.0,-99.0,15.81958,,,,,,0
2639,13030,02/03/2019,19.87,-98.36,13030,-99.0,-99.0,Panuco,Llanura,26.5899,10.13141,-99.0,-99.0,16.86954,,,,,,0
2644,13033,01/03/2019,19.97,-98.51,13033,-99.0,-99.0,Panuco,Llanura,25.55484,8.22107,-99.0,-99.0,16.21634,,,,,,0
2645,13033,02/03/2019,19.97,-98.51,13033,-99.0,-99.0,Panuco,Llanura,27.13519,8.81863,-99.0,-99.0,16.7775,,,,,,0
2648,13035,01/03/2019,20.19,-99.27,13035,-99.0,-99.0,Panuco,Llanura,27.85669,9.61353,-99.0,-99.0,17.97235,,,,,,0
2649,13035,02/03/2019,20.19,-99.27,13035,-99.0,-99.0,Panuco,Llanura,29.04248,10.52328,-99.0,-99.0,18.45883,,,,,,0
2652,13037,01/03/2019,19.82,-98.6,13037,-99.0,-99.0,Panuco,Llanura,25.82367,7.79984,-99.0,-99.0,16.14886,,,,,,0
2653,13037,02/03/2019,19.82,-98.6,13037,-99.0,-99.0,Panuco,Llanura,27.14798,7.94592,-99.0,-99.0,16.47467,,,,,,0
2656,13039,01/03/2019,19.96,-98.92,13039,-99.0,-99.0,Panuco,Llanura,26.20111,8.18079,-99.0,-99.0,16.63113,,,,,,0
2657,13039,02/03/2019,19.96,-98.92,13039,-99.0,-99.0,Panuco,Llanura,27.69122,7.96213,-99.0,-99.0,16.84811,,,,,,0
2666,13045,01/03/2019,19.72,-98.45,13045,-99.0,-99.0,Panuco,Llanura,25.66409,7.41956,-99.0,-99.0,15.74979,,,,,,0
2667,13045,02/03/2019,19.72,-98.45,13045,-99.0,-99.0,Panuco,Llanura,26.68323,8.87198,-99.0,-99.0,16.48672,,,,,,0
2668,13046,01/03/2019,19.7,-98.48,13046,-99.0,-99.0,Panuco,Llanura,25.73843,7.3472,-99.0,-99.0,15.76248,,,,,,0
2669,13046,02/03/2019,19.7,-98.48,13046,-99.0,-99.0,Panuco,Llanura,26.71609,8.55783,-99.0,-99.0,16.39664,,,,,,0
2670,13047,01/03/2019,20.2,-99.27,13047,-99.0,-99.0,Panuco,Llanura,27.89056,9.66858,-99.0,-99.0,18.00006,,,,,,0
2671,13047,02/03/2019,20.2,-99.27,13047,-99.0,-99.0,Panuco,Llanura,29.07568,10.57782,-99.0,-99.0,18.48978,,,,,,0
2682,13056,01/03/2019,20.09,-98.75,13056,-99.0,-99.0,Panuco,Llanura,26.27423,8.86353,-99.0,-99.0,16.85205,,,,,,0
2683,13056,02/03/2019,20.09,-98.75,13056,-99.0,-99.0,Panuco,Llanura,27.86285,8.33438,-99.0,-99.0,17.07938,,,,,,0
2686,13059,01/03/2019,20.14,-98.44,13059,-99.0,-99.0,Panuco,Llanura,25.91888,9.60645,-99.0,-99.0,16.89185,,,,,,0
