,Antena,Fecha,Latitud,Longitud,Codigo,Temp_max_emas,Temp_min_emas,Hidroregion,Topoforma,Temp_max_merra,Temp_min_merra,Differential_max,Differential_min,Temp_mean_merra,Temp_mean_emas,Humedad,Presion_barometrica,Precipitacion,Radiacion_solar,Etiqueta_clase
87,1079,02/03/2019,21.73,-102.27,1079,-99.0,-99.0,Lerma Santiago,Llanura,28.78076,9.3999,-99.0,-99.0,18.7352,,,,,,0
90,1081,01/03/2019,22.09,-101.97,1081,-99.0,-99.0,Lerma Santiago,Llanura,27.65936,9.14703,-99.0,-99.0,17.21906,,,,,,0
91,1081,02/03/2019,22.09,-101.97,1081,-99.0,-99.0,Lerma Santiago,Llanura,28.02209,10.19669,-99.0,-99.0,18.63834,,,,,,0
92,1082,01/03/2019,22.23,-102.32,1082,-99.0,-99.0,Lerma Santiago,Llanura,27.65881,7.92175,-99.0,-99.0,16.91876,,,,,,0
93,1082,02/03/2019,22.23,-102.32,1082,-99.0,-99.0,Lerma Santiago,Llanura,28.10968,8.47815,-99.0,-99.0,17.50351,,,,,,0
94,1084,01/03/2019,22.21,-102.02,1084,-99.0,-99.0,Lerma Santiago,Llanura,27.69748,8.9671,-99.0,-99.0,17.23666,,,,,,0
95,1084,02/03/2019,22.21,-102.02,1084,-99.0,-99.0,Lerma Santiago,Llanura,28.19717,10.05298,-99.0,-99.0,18.64081,,,,,,0
102,1094,01/03/2019,22.29,-102.24,1094,-99.0,-99.0,Lerma Santiago,Llanura,27.56104,8.11603,-99.0,-99.0,16.9375,,,,,,0
103,1094,02/03/2019,22.29,-102.24,1094,-99.0,-99.0,Lerma Santiago,Llanura,28.11005,8.86923,-99.0,-99.0,17.74445,,,,,,0
108,1097,01/03/2019,21.91,-102.27,1097,-99.0,-99.0,Lerma Santiago,Llanura,28.15259,8.55069,-99.0,-99.0,17.40558,,,,,,0
109,1097,02/03/2019,21.91,-102.27,1097,-99.0,-99.0,Lerma Santiago,Llanura,28.42139,8.93475,-99.0,-99.0,18.12097,,,,,,0
110,1099,01/03/2019,21.98,-102.06,1099,-99.0,-99.0,Lerma Santiago,Llanura,27.71738,9.11877,-99.0,-99.0,17.24704,,,,,,0
111,1099,02/03/2019,21.98,-102.06,1099,-99.0,-99.0,Lerma Santiago,Llanura,27.98874,9.95438,-99.0,-99.0,18.49924,,,,,,0
112,1101,01/03/2019,21.91,-102.09,1101,-99.0,-99.0,Lerma Santiago,Llanura,27.78058,9.15659,-99.0,-99.0,17.33258,,,,,,0
113,1101,02/03/2019,21.91,-102.09,1101,-99.0,-99.0,Lerma Santiago,Llanura,28.0636,9.88284,-99.0,-99.0,18.53165,,,,,,0
114,1102,01/03/2019,22.15,-102.28,1102,-99.0,-99.0,Lerma Santiago,Llanura,27.82373,8.12704,-99.0,-99.0,17.05347,,,,,,0
115,1102,02/03/2019,22.15,-102.28,1102,-99.0,-99.0,Lerma Santiago,Llanura,28.18994,8.67621,-99.0,-99.0,17.72769,,,,,,0
118,1105,01/03/2019,21.99,-102.35,1105,-99.0,-99.0,Lerma Santiago,Llanura,28.19379,8.19293,-99.0,-99.0,17.29858,,,,,,0
119,1105,02/03/2019,21.99,-102.35,1105,-99.0,-99.0,Lerma Santiago,Llanura,28.44547,8.51532,-99.0,-99.0,17.84845,,,,,,0
134,2008,01/03/2019,30.72,-115.98,2008,-99.0,-99.0,B.C. Noroeste,Llanura,20.87573,12.20657,-99.0,-99.0,15.31979,,,,,,0
135,2008,02/03/2019,30.72,-115.98,2008,-99.0,-99.0,B.C. Noroeste,Llanura,19.01913,12.10901,-99.0,-99.0,15.0126,,,,,,0
136,2009,01/03/2019,32.3,-115.02,2009,-99.0,-99.0,Rio Colorado,Llanura,27.72556,12.76663,-99.0,-99.0,19.0484,,,,,,0
137,2009,02/03/2019,32.3,-115.02,2009,-99.0,-99.0,Rio Colorado,Llanura,29.36081,14.77612,-99.0,-99.0,20.21942,,,,,,0
140,2011,01/03/2019,32.35,-115.19,2011,-99.0,-99.0,Rio Colorado,Llanura,28.10901,12.57367,-99.0,-99.0,18.98087,,,,,,0
141,2011,02/03/2019,32.35,-115.19,2011,-99.0,-99.0,Rio Colorado,Llanura,28.90149,14.52173,-99.0,-99.0,20.03415,,,,,,0
142,2012,01/03/2019,28.3,-114.03,2012,-99.0,-99.0,B.C. Centro Oeste,Llanura,23.46844,12.39743,-99.0,-99.0,17.37378,,,,,,0
143,2012,02/03/2019,28.3,-114.03,2012,-99.0,-99.0,B.C. Centro Oeste,Llanura,23.14694,13.90402,-99.0,-99.0,17.04764,,,,,,0
146,2014,01/03/2019,31.59,-116.05,2014,-99.0,-99.0,B.C. Noroeste,Llanura,22.52115,9.23517,-99.0,-99.0,14.06857,,,,,,0
147,2014,02/03/2019,31.59,-116.05,2014,-99.0,-99.0,B.C. Noroeste,Llanura,17.31638,9.81616,-99.0,-99.0,13.05734,,,,,,0
148,2015,01/03/2019,28.03,-113.4,2015,-99.0,-99.0,B.C. Centro Oeste,Llanura,28.4834,11.6944,-99.0,-99.0,18.96609,,,,,,0
149,2015,02/03/2019,28.03,-113.4,2015,-99.0,-99.0,B.C. Centro Oeste,Llanura,26.42484,13.67621,-99.0,-99.0,18.52856,,,,,,0
152,2017,01/03/2019,32.33,-117.05,2017,-99.0,-99.0,B.C. Noroeste,Llanura,18.38541,12.18582,-99.0,-99.0,14.38391,,,,,,0
153,2017,02/03/2019,32.33,-117.05,2017,-99.0,-99.0,B.C. Noroeste,Llanura,16.27817,11.73032,-99.0,-99.0,13.754,,,,,,0
160,2022,01/03/2019,30.06,-115.72,2022,-99.0,-99.0,B.C. Noroeste,Llanura,22.26578,12.23959,-99.0,-99.0,15.92456,,,,,,0
161,2022,02/03/2019,30.06,-115.72,2022,-99.0,-99.0,B.C. Noroeste,Llanura,21.16846,11.86423,-99.0,-99.0,15.73041,,,,,,0
162,2023,01/03/2019,30.32,-115.82,2023,-99.0,-99.0,B.C. Noroeste,Llanura,23.30682,12.14639,-99.0,-99.0,16.02216,,,,,,0
163,2023,02/03/2019,30.32,-115.82,2023,-99.0,-99.0,B.C. Noroeste,Llanura,20.40491,11.42218,-99.0,-99.0,15.4516,,,,,,0
166,2025,01/03/2019,31.86,-116.61,2025,-99.0,-99.0,B.C. Noroeste,Llanura,19.43719,10.97858,-99.0,-99.0,14.00793,,,,,,0
167,2025,02/03/2019,31.86,-116.61,2025,-99.0,-99.0,B.C. Noroeste,Llanura,16.19397,11.27264,-99.0,-99.0,13.556,,,,,,0
170,2029,01/03/2019,30.97,-116.16,2029,-99.0,-99.0,B.C. Noroeste,Llanura,19.5069,12.41064,-99.0,-99.0,15.04108,,,,,,0
171,2029,02/03/2019,30.97,-116.16,2029,-99.0,-99.0,B.C. Noroeste,Llanura,18.76581,12.57608,-99.0,-99.0,15.02789,,,,,,0
172,2032,01/03/2019,30.58,-115.94,2032,-99.0,-99.0,B.C. Noroeste,Llanura,21.6756,12.59787,-99.0,-99.0,15.7659,,,,,,0
173,2032,02/03/2019,30.58,-115.94,2032,-99.0,-99.0,B.C. Noroeste,Llanura,19.4202,12.14185,-99.0,-99.0,15.36298,,,,,,0
174,2035,01/03/2019,31.91,-116.27,2035,-99.0,-99.0,B.C. Noroeste,Llanura,21.35022,7.71265,-99.0,-99.0,12.5506,,,,,,0
175,2035,02/03/2019,31.91,-116.27,2035,-99.0,-99.0,B.C. Noroeste,Llanura,15.3916,8.44101,-99.0,-99.0,11.44925,,,,,,0
178,2039,01/03/2019,29.16,-114.15,2039,-99.0,-99.0,B.C. Centro Oeste,Llanura,26.13141,11.58261,-99.0,-99.0,18.14334,,,,,,0
179,2039,02/03/2019,29.16,-114.15,2039,-99.0,-99.0,B.C. Centro Oeste,Llanura,25.79062,13.73505,-99.0,-99.0,18.00113,,,,,,0
180,2040,01/03/2019,28.23,-113.76,2040,-99.0,-99.0,B.C. Centro Oeste,Llanura,26.28513,11.24356,-99.0,-99.0,17.94559,,,,,,0
181,2040,02/03/2019,28.23,-113.76,2040,-99.0,-99.0,B.C. Centro Oeste,Llanura,25.24243,13.2301,-99.0,-99.0,17.41183,,,,,,0
198,2050,01/03/2019,30.18,-115.14,2050,-99.0,-99.0,B.C. Noroeste,Llanura,27.21518,11.75372,-99.0,-99.0,17.69107,,,,,,0
199,2050,02/03/2019,30.18,-115.14,2050,-99.0,-99.0,B.C. Noroeste,Llanura,24.55188,12.40744,-99.0,-99.0,17.16138,,,,,,0
200,2051,01/03/2019,29.73,-114.71,2051,-99.0,-99.0,B.C. Centro Oeste,Llanura,26.73358,13.10315,-99.0,-99.0,18.32269,,,,,,0
201,2051,02/03/2019,29.73,-114.71,2051,-99.0,-99.0,B.C. Centro Oeste,Llanura,25.19016,13.74487,-99.0,-99.0,18.10287,,,,,,0
210,2057,01/03/2019,31.66,-115.82,2057,-99.0,-99.0,B.C. Noroeste,Llanura,25.61755,9.0925,-99.0,-99.0,15.44901,,,,,,0
211,2057,02/03/2019,31.66,-115.82,2057,-99.0,-99.0,B.C. Noroeste,Llanura,20.22595,10.5166,-99.0,-99.0,14.51126,,,,,,0
212,2058,01/03/2019,29.72,-115.13,2058,-99.0,-99.0,B.C. Centro Oeste,Llanura,26.30212,12.61105,-99.0,-99.0,17.76596,,,,,,0
213,2058,02/03/2019,29.72,-115.13,2058,-99.0,-99.0,B.C. Centro Oeste,Llanura,23.96988,12.74048,-99.0,-99.0,17.08426,,,,,,0
222,2063,01/03/2019,30.4,-115.89,2063,-99.0,-99.0,B.C. Noroeste,Llanura,22.44653,12.56598,-99.0,-99.0,15.98053,,,,,,0
223,2063,02/03/2019,30.4,-115.89,2063,-99.0,-99.0,B.C. Noroeste,Llanura,19.85959,11.91418,-99.0,-99.0,15.49475,,,,,,0
240,2079,01/03/2019,31.84,-116.2,2079,-99.0,-99.0,B.C. Noroeste,Llanura,21.71613,8.0239,-99.0,-99.0,12.89667,,,,,,0
241,2079,02/03/2019,31.84,-116.2,2079,-99.0,-99.0,B.C. Noroeste,Llanura,15.86194,8.68552,-99.0,-99.0,11.80084,,,,,,0
246,2088,01/03/2019,31.61,-115.94,2088,-99.0,-99.0,B.C. Noroeste,Llanura,23.88055,9.06076,-99.0,-99.0,14.61859,,,,,,0
247,2088,02/03/2019,31.61,-115.94,2088,-99.0,-99.0,B.C. Noroeste,Llanura,18.54794,10.07919,-99.0,-99.0,13.62888,,,,,,0
248,2089,01/03/2019,31.1,-116.17,2089,-99.0,-99.0,B.C. Noroeste,Llanura,19.89133,11.92618,-99.0,-99.0,14.83844,,,,,,0
249,2089,02/03/2019,31.1,-116.17,2089,-99.0,-99.0,B.C. Noroeste,Llanura,18.45312,12.07407,-99.0,-99.0,14.66324,,,,,,0
256,2093,01/03/2019,32.36,-115.75,2093,-99.0,-99.0,B.C. Noreste,Llanura,28.8168,11.70395,-99.0,-99.0,18.33533,,,,,,0
257,2093,02/03/2019,32.36,-115.75,2093,-99.0,-99.0,B.C. Noreste,Llanura,25.68829,12.67679,-99.0,-99.0,18.30402,,,,,,0
262,2097,01/03/2019,32.22,-115.69,2097,-99.0,-99.0,B.C. Noreste,Llanura,28.95648,11.54871,-99.0,-99.0,18.30838,,,,,,0
263,2097,02/03/2019,32.22,-115.69,2097,-99.0,-99.0,B.C. Noreste,Llanura,25.20557,12.54117,-99.0,-99.0,18.03372,,,,,,0
270,2104,01/03/2019,31.79,-116.59,2104,-99.0,-99.0,B.C. Noroeste,Llanura,19.37204,11.0885,-99.0,-99.0,14.06763,,,,,,0
271,2104,02/03/2019,31.79,-116.59,2104,-99.0,-99.0,B.C. Noroeste,Llanura,16.24176,11.37897,-99.0,-99.0,13.61288,,,,,,0
274,2106,01/03/2019,31.7,-116.57,2106,-99.0,-99.0,B.C. Noroeste,Llanura,19.2536,11.37399,-99.0,-99.0,14.22305,,,,,,0
275,2106,02/03/2019,31.7,-116.57,2106,-99.0,-99.0,B.C. Noroeste,Llanura,16.3606,11.62347,-99.0,-99.0,13.78021,,,,,,0
284,2111,01/03/2019,30.52,-115.93,2111,-99.0,-99.0,B.C. Noroeste,Llanura,21.90106,12.67746,-99.0,-99.0,15.87384,,,,,,0
285,2111,02/03/2019,30.52,-115.93,2111,-99.0,-99.0,B.C. Noroeste,Llanura,19.53217,12.12946,-99.0,-99.0,15.44489,,,,,,0
288,2118,01/03/2019,31.92,-116.23,2118,-99.0,-99.0,B.C. Noroeste,Llanura,21.68457,7.63052,-99.0,-99.0,12.63577,,,,,,0
289,2118,02/03/2019,31.92,-116.23,2118,-99.0,-99.0,B.C. Noroeste,Llanura,15.62177,8.4032,-99.0,-99.0,11.51547,,,,,,0
292,2120,01/03/2019,31.07,-116.21,2120,-99.0,-99.0,B.C. Noroeste,Llanura,19.68243,12.16693,-99.0,-99.0,14.92215,,,,,,0
293,2120,02/03/2019,31.07,-116.21,2120,-99.0,-99.0,B.C. Noroeste,Llanura,18.5441,12.29755,-99.0,-99.0,14.82037,,,,,,0
298,2132,01/03/2019,30.69,-116.01,2132,-99.0,-99.0,B.C. Noroeste,Llanura,20.28702,12.7236,-99.0,-99.0,15.44742,,,,,,0
299,2132,02/03/2019,30.69,-116.01,2132,-99.0,-99.0,B.C. Noroeste,Llanura,18.94574,12.6077,-99.0,-99.0,15.26236,,,,,,0
300,2137,01/03/2019,32.26,-115.32,2137,-99.0,-99.0,Rio Colorado,Llanura,28.60928,12.34149,-99.0,-99.0,18.9205,,,,,,0
301,2137,02/03/2019,32.26,-115.32,2137,-99.0,-99.0,Rio Colorado,Llanura,27.67477,13.79327,-99.0,-99.0,19.39154,,,,,,0
302,2139,01/03/2019,32.42,-115.04,2139,-99.0,-99.0,Rio Colorado,Llanura,27.73636,12.58188,-99.0,-99.0,18.88535,,,,,,0
303,2139,02/03/2019,32.42,-115.04,2139,-99.0,-99.0,Rio Colorado,Llanura,29.33197,14.85956,-99.0,-99.0,20.23398,,,,,,0
318,2154,01/03/2019,32.06,-115.06,2154,-99.0,-99.0,Rio Colorado,Llanura,27.83746,13.08603,-99.0,-99.0,19.36819,,,,,,0
319,2154,02/03/2019,32.06,-115.06,2154,-99.0,-99.0,Rio Colorado,Llanura,29.14554,14.44171,-99.0,-99.0,20.05124,,,,,,0
322,2160,01/03/2019,31.5,-115.73,2160,-99.0,-99.0,B.C. Noroeste,Llanura,25.49628,8.36365,-99.0,-99.0,15.02008,,,,,,0
323,2160,02/03/2019,31.5,-115.73,2160,-99.0,-99.0,B.C. Noroeste,Llanura,19.83881,10.16351,-99.0,-99.0,14.00299,,,,,,0
332,3004,01/03/2019,25.12,-111.81,3004,-99.0,-99.0,B.C. Suroeste,Llanura,32.95892,14.3125,-99.0,-99.0,21.90149,,,,,,0
333,3004,02/03/2019,25.12,-111.81,3004,-99.0,-99.0,B.C. Suroeste,Llanura,32.10477,14.58105,-99.0,-99.0,21.78009,,,,,,0
346,3011,01/03/2019,24.15,-110.21,3011,-99.0,-99.0,B.C. Sureste,Llanura,27.51797,17.6362,-99.0,-99.0,21.71832,,,,,,0
347,3011,02/03/2019,24.15,-110.21,3011,-99.0,-99.0,B.C. Sureste,Llanura,29.43304,17.85349,-99.0,-99.0,22.58252,,,,,,0
352,3014,01/03/2019,24.84,-111.78,3014,-99.0,-99.0,B.C. Suroeste,Llanura,31.26776,14.88681,-99.0,-99.0,21.29584,,,,,,0
353,3014,02/03/2019,24.84,-111.78,3014,-99.0,-99.0,B.C. Suroeste,Llanura,30.08008,15.12219,-99.0,-99.0,21.31961,,,,,,0
354,3015,01/03/2019,23.86,-110.66,3015,-99.0,-99.0,B.C. Suroeste,Llanura,29.8165,16.66302,-99.0,-99.0,21.92322,,,,,,0
355,3015,02/03/2019,23.86,-110.66,3015,-99.0,-99.0,B.C. Suroeste,Llanura,29.03513,16.82095,-99.0,-99.0,22.06329,,,,,,0
368,3023,01/03/2019,24.02,-110.36,3023,-99.0,-99.0,B.C. Sureste,Llanura,29.83569,16.55362,-99.0,-99.0,22.01291,,,,,,0
369,3023,02/03/2019,24.02,-110.36,3023,-99.0,-99.0,B.C. Sureste,Llanura,30.70312,16.78226,-99.0,-99.0,22.66541,,,,,,0
372,3027,01/03/2019,25.76,-112.04,3027,-99.0,-99.0,B.C. Suroeste,Llanura,30.8873,14.66614,-99.0,-99.0,21.92072,,,,,,0
373,3027,02/03/2019,25.76,-112.04,3027,-99.0,-99.0,B.C. Suroeste,Llanura,30.63766,15.1593,-99.0,-99.0,21.49524,,,,,,0
378,3030,01/03/2019,23.6,-109.59,3030,-99.0,-99.0,B.C. Sureste,Llanura,26.80347,18.85669,-99.0,-99.0,22.30145,,,,,,0
379,3030,02/03/2019,23.6,-109.59,3030,-99.0,-99.0,B.C. Sureste,Llanura,27.71695,19.76523,-99.0,-99.0,23.19678,,,,,,0
384,3033,01/03/2019,25.4,-111.76,3033,-99.0,-99.0,B.C. Suroeste,Llanura,32.7049,14.85376,-99.0,-99.0,22.41757,,,,,,0
385,3033,02/03/2019,25.4,-111.76,3033,-99.0,-99.0,B.C. Suroeste,Llanura,32.1777,14.78815,-99.0,-99.0,21.871,,,,,,0
386,3034,01/03/2019,27.6,-113.57,3034,-99.0,-99.0,B.C. Centro Oeste,Llanura,28.95496,11.75055,-99.0,-99.0,19.10751,,,,,,0
387,3034,02/03/2019,27.6,-113.57,3034,-99.0,-99.0,B.C. Centro Oeste,Llanura,26.22385,13.31964,-99.0,-99.0,18.31732,,,,,,0
392,3037,01/03/2019,23.97,-109.94,3037,-99.0,-99.0,B.C. Sureste,Llanura,27.99622,17.34595,-99.0,-99.0,21.76242,,,,,,0
393,3037,02/03/2019,23.97,-109.94,3037,-99.0,-99.0,B.C. Sureste,Llanura,30.41296,17.89832,-99.0,-99.0,22.91342,,,,,,0
400,3042,01/03/2019,24.39,-111.11,3042,-99.0,-99.0,B.C. Suroeste,Llanura,32.23102,15.53296,-99.0,-99.0,22.4826,,,,,,0
401,3042,02/03/2019,24.39,-111.11,3042,-99.0,-99.0,B.C. Suroeste,Llanura,32.11765,15.85724,-99.0,-99.0,23.11417,,,,,,0
402,3043,01/03/2019,25.2,-112.11,3043,-99.0,-99.0,B.C. Suroeste,Llanura,28.94882,15.52075,-99.0,-99.0,21.06311,,,,,,0
403,3043,02/03/2019,25.2,-112.11,3043,-99.0,-99.0,B.C. Suroeste,Llanura,28.42416,15.62994,-99.0,-99.0,20.84076,,,,,,0
404,3045,01/03/2019,24.79,-112.11,3045,-99.0,-99.0,B.C. Suroeste,Llanura,27.18961,16.11346,-99.0,-99.0,20.38824,,,,,,0
405,3045,02/03/2019,24.79,-112.11,3045,-99.0,-99.0,B.C. Suroeste,Llanura,26.26007,16.24741,-99.0,-99.0,20.36322,,,,,,0
406,3047,01/03/2019,26.72,-113.57,3047,-99.0,-99.0,B.C. Centro Oeste,Llanura,23.7341,14.70621,-99.0,-99.0,18.59036,,,,,,0
407,3047,02/03/2019,26.72,-113.57,3047,-99.0,-99.0,B.C. Centro Oeste,Llanura,22.58276,15.46799,-99.0,-99.0,18.25009,,,,,,0
428,3062,01/03/2019,23.48,-109.72,3062,-99.0,-99.0,B.C. Sureste,Llanura,28.48825,17.85101,-99.0,-99.0,22.46442,,,,,,0
429,3062,02/03/2019,23.48,-109.72,3062,-99.0,-99.0,B.C. Sureste,Llanura,29.09106,18.85278,-99.0,-99.0,23.20966,,,,,,0
430,3063,01/03/2019,25.49,-111.92,3063,-99.0,-99.0,B.C. Suroeste,Llanura,32.23923,15.05594,-99.0,-99.0,22.3887,,,,,,0
431,3063,02/03/2019,25.49,-111.92,3063,-99.0,-99.0,B.C. Suroeste,Llanura,31.7038,14.9599,-99.0,-99.0,21.70688,,,,,,0
438,3068,01/03/2019,25.03,-111.67,3068,-99.0,-99.0,B.C. Suroeste,Llanura,33.30841,14.31058,-99.0,-99.0,22.05869,,,,,,0
439,3068,02/03/2019,25.03,-111.67,3068,-99.0,-99.0,B.C. Suroeste,Llanura,32.74115,14.47702,-99.0,-99.0,22.16742,,,,,,0
440,3069,01/03/2019,25.26,-111.77,3069,-99.0,-99.0,B.C. Suroeste,Llanura,32.85437,14.59155,-99.0,-99.0,22.18048,,,,,,0
441,3069,02/03/2019,25.26,-111.77,3069,-99.0,-99.0,B.C. Suroeste,Llanura,32.17633,14.68454,-99.0,-99.0,21.84216,,,,,,0
446,3073,01/03/2019,27.65,-113.44,3073,-99.0,-99.0,B.C. Centro Oeste,Llanura,29.90067,11.53204,-99.0,-99.0,19.39673,,,,,,0
447,3073,02/03/2019,27.65,-113.44,3073,-99.0,-99.0,B.C. Centro Oeste,Llanura,27.27261,13.35767,-99.0,-99.0,18.69528,,,,,,0
448,3074,01/03/2019,24.14,-110.34,3074,-99.0,-99.0,B.C. Sureste,Llanura,28.9418,17.0033,-99.0,-99.0,21.94092,,,,,,0
449,3074,02/03/2019,24.14,-110.34,3074,-99.0,-99.0,B.C. Sureste,Llanura,30.15268,17.11023,-99.0,-99.0,22.61191,,,,,,0
454,3077,01/03/2019,23.76,-110.27,3077,-99.0,-99.0,B.C. Suroeste,Llanura,28.98828,17.01874,-99.0,-99.0,21.94339,,,,,,0
455,3077,02/03/2019,23.76,-110.27,3077,-99.0,-99.0,B.C. Suroeste,Llanura,29.61627,17.56119,-99.0,-99.0,22.53409,,,,,,0
