,Unnamed: 0,Unnamed: 0.1,Ano,Mes,Dia,Antena,Latitud,Longitud,Temp_max_emas,Temp_min_emas,Temp_max_merra,Temp_min_merra,Temp_mean_merra,Temp_mean_emas,clase
29,58,58,2019,3,1,3019,26.92,-112.41,31.51398,11.46277,31.51398,11.46277,20.23886,20.23886,2
30,60,60,2019,3,1,3031,24.81,-110.98,31.35709,16.03156,31.35709,16.03156,22.57318,22.57318,2
31,62,62,2019,3,1,3032,23.47,-109.45,26.39697,19.38748,26.39697,19.38748,22.47864,22.47864,2
32,64,64,2019,3,1,3036,23.89,-110.14,28.74075,17.00858,28.74075,17.00858,21.88272,21.88272,2
33,66,66,2019,3,1,3038,26.89,-111.98,27.29709,15.76297,27.29709,15.76297,20.74857,20.74857,2
34,68,68,2019,3,1,3049,23.81,-110.06,28.88028,16.97766,28.88028,16.97766,21.97339,21.97339,2
35,70,70,2019,3,1,3050,23.74,-109.84,28.60254,17.28488,28.60254,17.28488,22.08459,22.08459,2
36,72,72,2019,3,1,3051,23.11,-109.85,27.7944,18.89453,27.7944,18.89453,22.7547,22.7547,2
37,74,74,2019,3,1,3072,26.77,-111.91,28.75507,15.04636,28.75507,15.04636,20.91983,20.91983,2
38,76,76,2019,3,1,3075,24.84,-110.97,31.05072,16.15253,31.05072,16.15253,22.51404,22.51404,2
39,78,78,2019,3,1,3103,27.06,-112.24,29.21506,13.22946,29.21506,13.22946,20.19473,20.19473,2
40,80,80,2019,3,1,3104,24.04,-110.13,27.91293,17.37521,27.91293,17.37521,21.7182,21.7182,2
41,82,82,2019,3,1,3109,25.36,-111.17,31.65866,15.35599,31.65866,15.35599,22.3262,22.3262,2
42,84,84,2019,3,1,3110,24.15,-110.57,30.24625,16.45007,30.24625,16.45007,22.1745,22.1745,2
43,86,86,2019,3,1,3128,24.91,-111.29,34.59225,14.71545,34.59225,14.71545,23.13324,23.13324,2
44,88,88,2019,3,1,3135,23.08,-110.03,27.89163,18.81061,27.89163,18.81061,22.70599,22.70599,2
45,90,90,2019,3,1,3144,23.35,-109.65,27.4632,18.71002,27.4632,18.71002,22.55322,22.55322,2
46,92,92,2019,3,1,3148,27.41,-112.58,28.29056,13.04102,28.29056,13.04102,19.78329,19.78329,2
47,94,94,2019,3,1,3173,24.9,-111.25,34.49911,14.79214,34.49911,14.79214,23.1546,23.1546,2
48,96,96,2019,3,1,3177,23.7,-110.12,29.2731,16.87939,29.2731,16.87939,22.11249,22.11249,2
49,98,98,2019,3,1,3185,27.55,-112.98,31.39221,11.44891,31.39221,11.44891,20.01428,20.01428,2
50,100,100,2019,3,1,3186,23.69,-109.94,29.32254,16.88467,29.32254,16.88467,22.18109,22.18109,2
51,102,102,2019,3,1,3189,23.05,-109.92,27.76959,18.98404,27.76959,18.98404,22.77292,22.77292,2
52,104,104,2019,3,1,5005,26.84,-100.76,32.52292,15.63599,32.52292,15.63599,22.21631,22.21631,1
53,106,106,2019,3,1,5015,28.8,-102.82,29.10822,8.92862,29.10822,8.92862,17.65207,17.65207,0
54,108,108,2019,3,1,5016,25.38,-101.48,29.24493,11.03464,29.24493,11.03464,19.00131,19.00131,0
55,110,110,2019,3,1,5039,27.29,-103.7,28.11206,9.72766,28.11206,9.72766,18.23502,18.23502,0
56,112,112,2019,3,1,5136,24.96,-100.86,27.57654,10.25745,27.57654,10.25745,17.54089,17.54089,0
57,114,114,2019,3,1,5148,25.28,-100.34,28.98065,12.61829,28.98065,12.61829,19.43353,19.43353,0
58,116,116,2019,3,1,5149,25.34,-100.53,28.16898,11.45178,28.16898,11.45178,18.38608,18.38608,0
59,118,118,2019,3,1,5162,25.37,-101.58,29.36383,10.90903,29.36383,10.90903,19.04376,19.04376,0
60,120,120,2019,3,1,5171,27.0,-101.72,31.71072,13.68045,31.71072,13.68045,21.31046,21.31046,2
61,122,122,2019,3,1,6001,18.94,-103.95,29.25531,19.72742,29.25531,19.72742,23.67551,23.67551,2
62,124,124,2019,3,1,6010,18.98,-103.53,30.20779,17.92975,30.20779,17.92975,23.07834,23.07834,2
63,126,126,2019,3,1,6013,19.06,-103.79,29.89716,18.13498,29.89716,18.13498,23.04788,23.04788,2
64,128,128,2019,3,1,6042,19.01,-103.73,30.00336,18.17078,30.00336,18.17078,23.1257,23.1257,2
65,130,130,2019,3,1,6051,19.16,-104.27,28.53726,20.13803,28.53726,20.13803,23.51715,23.51715,2
66,132,132,2019,3,1,6056,19.17,-103.86,29.81766,17.56351,29.81766,17.56351,22.65381,22.65381,2
67,134,134,2019,3,1,6063,19.2,-104.34,28.70377,19.86874,28.70377,19.86874,23.42438,23.42438,2
68,136,136,2019,3,1,6064,19.22,-104.49,28.66473,19.91879,28.66473,19.91879,23.44299,23.44299,2
69,138,138,2019,3,1,6066,19.43,-103.95,29.93347,15.763,29.93347,15.763,21.5838,21.5838,2
70,140,140,2019,3,1,6068,19.07,-104.14,28.54739,20.22974,28.54739,20.22974,23.60779,23.60779,2
71,142,142,2019,3,1,6070,19.18,-104.13,28.96469,19.29718,28.96469,19.29718,23.2348,23.2348,2
72,144,144,2019,3,1,7020,17.22,-93.73,30.93726,19.32617,30.93726,19.32617,25.02548,25.02548,1
73,146,146,2019,3,1,7030,16.8,-92.7,28.28937,14.32013,28.28937,14.32013,21.12283,21.12283,1
74,148,148,2019,3,1,7033,16.9,-92.6,27.43097,13.84906,27.43097,13.84906,20.46771,20.46771,0
75,150,150,2019,3,1,7114,16.91,-91.73,31.41193,16.14737,31.41193,16.14737,22.58102,22.58102,1
76,152,152,2019,3,1,7142,16.55,-93.43,32.77841,18.08032,32.77841,18.08032,24.86765,24.86765,1
77,154,154,2019,3,1,7146,15.04,-92.14,27.09918,17.97983,27.09918,17.97983,21.40128,21.40128,1
78,156,156,2019,3,1,7148,16.89,-93.23,29.33966,16.17145,29.33966,16.17145,22.62866,22.62866,1
79,158,158,2019,3,1,7149,16.89,-92.63,27.51498,13.91837,27.51498,13.91837,20.5452,20.5452,0
80,160,160,2019,3,1,7150,16.05,-93.08,32.2803,18.92661,32.2803,18.92661,24.82166,24.82166,1
81,162,162,2019,3,1,7154,16.12,-91.48,31.52991,16.4295,31.52991,16.4295,22.94553,22.94553,1
82,164,164,2019,3,1,7156,16.94,-93.82,31.19174,18.45865,31.19174,18.45865,24.54993,24.54993,1
83,166,166,2019,3,1,7157,15.03,-92.1,26.41547,17.15121,26.41547,17.15121,20.63852,20.63852,1
84,168,168,2019,3,1,7158,17.38,-93.42,29.97754,19.29333,29.97754,19.29333,24.55835,24.55835,1
85,170,170,2019,3,1,7159,15.56,-92.32,28.31757,16.64648,28.31757,16.64648,21.09924,21.09924,1
86,172,172,2019,3,1,7160,17.14,-92.71,27.74042,15.38574,27.74042,15.38574,21.55844,21.55844,1
87,174,174,2019,3,1,7162,16.89,-92.92,28.71973,15.46396,28.71973,15.46396,21.96143,21.96143,1
88,176,176,2019,3,1,7167,17.25,-93.01,28.6911,17.35376,28.6911,17.35376,22.95941,22.95941,1
89,178,178,2019,3,1,7169,17.27,-92.3,29.42029,17.18478,29.42029,17.18478,23.33505,23.33505,1
90,180,180,2019,3,1,7170,17.24,-93.24,28.85333,17.46857,28.85333,17.46857,23.07596,23.07596,1
91,182,182,2019,3,1,7172,15.06,-92.08,26.07123,16.64221,26.07123,16.64221,20.21371,20.21371,1
92,184,184,2019,3,1,7177,17.17,-92.32,28.52863,15.82224,28.52863,15.82224,22.06354,22.06354,1
93,186,186,2019,3,1,7178,17.12,-93.33,28.89215,16.79959,28.89215,16.79959,22.74854,22.74854,1
94,188,188,2019,3,1,7196,17.55,-92.33,30.86798,19.74979,30.86798,19.74979,25.68774,25.68774,1
95,190,190,2019,3,1,7198,17.13,-92.72,27.70679,15.30249,27.70679,15.30249,21.48654,21.48654,1
96,192,192,2019,3,1,7203,16.34,-92.56,30.61929,16.08142,30.61929,16.08142,22.92694,22.92694,1
97,194,194,2019,3,1,7217,17.43,-93.03,29.26364,18.92343,29.26364,18.92343,24.05612,24.05612,1
98,196,196,2019,3,1,7230,15.71,-92.21,29.0993,16.74557,29.0993,16.74557,21.85754,21.85754,1
99,198,198,2019,3,1,7319,16.87,-93.23,29.52826,16.27478,29.52826,16.27478,22.76852,22.76852,1
100,200,200,2019,3,1,7355,17.08,-92.85,27.79727,15.29074,27.79727,15.29074,21.46005,21.46005,1
101,202,202,2019,3,1,7367,17.42,-93.38,29.83939,19.35675,29.83939,19.35675,24.52386,24.52386,1
102,204,204,2019,3,1,7368,17.22,-93.58,30.61932,19.01144,30.61932,19.01144,24.71191,24.71191,1
103,206,206,2019,3,1,7373,16.83,-92.58,27.76501,13.8566,27.76501,13.8566,20.62543,20.62543,0
104,208,208,2019,3,1,7389,17.02,-92.31,27.97607,14.59116,27.97607,14.59116,20.961,20.961,1
105,210,210,2019,3,1,8003,26.45,-107.17,24.86386,5.67081,24.86386,5.67081,14.64932,14.64932,3
106,212,212,2019,3,1,8007,27.02,-107.75,25.76138,7.96399,25.76138,7.96399,16.26498,16.26498,3
107,214,214,2019,3,1,8015,29.15,-108.37,22.97507,7.84146,22.97507,7.84146,14.28906,14.28906,3
108,216,216,2019,3,1,8016,29.65,-108.19,21.46219,5.96939,21.46219,5.96939,12.40607,12.40607,3
109,218,218,2019,3,1,8022,27.3,-108.05,26.04242,8.60358,26.04242,8.60358,16.93204,16.93204,3
110,220,220,2019,3,1,8034,29.59,-108.33,21.92603,6.90268,21.92603,6.90268,13.27023,13.27023,3
111,222,222,2019,3,1,8041,27.43,-108.0,24.8862,7.73694,24.8862,7.73694,15.87415,15.87415,3
112,224,224,2019,3,1,8043,27.38,-108.53,29.56067,11.46579,29.56067,11.46579,19.8194,19.8194,2
113,226,226,2019,3,1,8045,25.98,-107.17,26.42987,6.48428,26.42987,6.48428,16.19171,16.19171,3
114,228,228,2019,3,1,8055,29.4,-108.47,23.20383,8.47232,23.20383,8.47232,14.99878,14.99878,3
115,230,230,2019,3,1,8071,26.82,-107.07,23.55591,4.78934,23.55591,4.78934,12.9649,12.9649,3
116,232,232,2019,3,1,8074,29.13,-108.3,22.39188,7.55411,22.39188,7.55411,13.68231,13.68231,3
117,234,234,2019,3,1,8075,26.68,-107.32,25.53622,6.46844,25.53622,6.46844,15.54413,15.54413,3
118,236,236,2019,3,1,8089,29.87,-107.08,26.02399,7.61816,26.02399,7.61816,15.50711,15.50711,3
119,238,238,2019,3,1,8090,28.75,-107.98,21.78265,6.70795,21.78265,6.70795,12.99948,12.99948,3
120,240,240,2019,3,1,8094,29.87,-106.83,26.04465,7.71228,26.04465,7.71228,15.61902,15.61902,3
121,242,242,2019,3,1,8095,29.25,-108.37,22.66779,7.67804,22.66779,7.67804,14.06619,14.06619,3
122,244,244,2019,3,1,8103,29.63,-108.23,21.52673,6.15894,21.52673,6.15894,12.56461,12.56461,3
123,246,246,2019,3,1,8112,28.68,-106.24,27.56927,7.64325,27.56927,7.64325,16.78848,16.78848,3
124,248,248,2019,3,1,8114,28.63,-106.25,27.62122,7.66992,27.62122,7.66992,16.85962,16.85962,3
125,250,250,2019,3,1,8117,29.3,-108.3,21.95807,7.11566,21.95807,7.11566,13.29016,13.29016,3
126,252,252,2019,3,1,8124,26.85,-107.84,27.57507,9.21967,27.57507,9.21967,17.89435,17.89435,3
127,254,254,2019,3,1,8125,29.8,-108.3,21.91409,6.23331,21.91409,6.23331,12.84378,12.84378,3
128,256,256,2019,3,1,8145,26.17,-107.68,29.59506,9.52698,29.59506,9.52698,19.27463,19.27463,2
129,258,258,2019,3,1,8146,28.92,-108.18,21.94113,7.43692,21.94113,7.43692,13.28549,13.28549,3
130,260,260,2019,3,1,8148,27.21,-107.91,26.25574,8.44699,26.25574,8.44699,16.8642,16.8642,3
131,262,262,2019,3,1,8149,27.92,-108.22,22.68143,6.88098,22.68143,6.88098,14.26947,14.26947,3
132,264,264,2019,3,1,8158,27.98,-105.82,29.12372,9.37106,29.12372,9.37106,18.61819,18.61819,2
133,266,266,2019,3,1,8161,27.0,-107.75,25.98611,8.1369,25.98611,8.1369,16.49402,16.49402,3
134,268,268,2019,3,1,8173,29.59,-107.87,22.11606,5.90424,22.11606,5.90424,12.72723,12.72723,3
135,270,270,2019,3,1,8182,28.15,-108.52,25.84668,8.37729,25.84668,8.37729,16.75229,16.75229,3
136,272,272,2019,3,1,8190,26.17,-107.69,29.6759,9.64456,29.6759,9.64456,19.35818,19.35818,2
137,274,274,2019,3,1,8191,27.23,-107.87,25.75757,7.96375,25.75757,7.96375,16.31805,16.31805,3
138,276,276,2019,3,1,8192,27.17,-107.92,26.66946,8.77191,26.66946,8.77191,17.25275,17.25275,3
139,278,278,2019,3,1,8202,28.17,-105.63,29.60831,10.02197,29.60831,10.02197,19.07678,19.07678,2
140,280,280,2019,3,1,8258,28.35,-107.85,21.92468,5.35095,21.92468,5.35095,12.60107,12.60107,3
141,282,282,2019,3,1,8259,26.94,-107.98,28.44876,10.06052,28.44876,10.06052,18.80219,18.80219,2
142,284,284,2019,3,1,8277,28.11,-108.61,26.90921,8.94751,26.90921,8.94751,17.64215,17.64215,3
143,286,286,2019,3,1,8312,26.82,-107.06,23.51645,4.73712,23.51645,4.73712,12.90234,12.90234,3
144,288,288,2019,3,1,8341,27.03,-107.74,25.63873,7.85684,25.63873,7.85684,16.13889,16.13889,3
145,290,290,2019,3,1,8343,27.1,-107.73,25.30267,7.49963,25.30267,7.49963,15.75443,15.75443,3
146,292,292,2019,3,1,8353,28.42,-108.42,23.6539,7.03235,23.6539,7.03235,14.73312,14.73312,3
147,294,294,2019,3,1,9002,19.22,-99.2,28.32245,9.39786,28.32245,9.39786,18.03467,18.03467,0
148,296,296,2019,3,1,9004,19.2,-99.15,28.44812,9.54858,28.44812,9.54858,18.15558,18.15558,0
149,298,298,2019,3,1,9016,19.35,-99.3,27.34244,8.44318,27.34244,8.44318,17.09058,17.09058,0
150,300,300,2019,3,1,9017,19.54,-99.13,26.29788,7.46619,26.29788,7.46619,16.1095,16.1095,0
151,302,302,2019,3,1,9019,19.31,-99.31,27.64459,8.72797,27.64459,8.72797,17.38232,17.38232,0
152,304,304,2019,3,1,9022,19.13,-99.17,29.00195,10.07962,29.00195,10.07962,18.69278,18.69278,0
153,306,306,2019,3,1,9030,19.33,-99.3,27.48679,8.57935,27.48679,8.57935,17.22986,17.22986,0
154,308,308,2019,3,1,9032,19.19,-99.02,28.35059,9.5578,28.35059,9.5578,18.05923,18.05923,0
155,310,310,2019,3,1,9038,19.37,-99.27,27.18207,8.29135,27.18207,8.29135,16.9346,16.9346,0
156,312,312,2019,3,1,9041,19.2,-99.13,28.42566,9.54034,28.42566,9.54034,18.13348,18.13348,0
157,314,314,2019,3,1,9042,19.22,-99.08,28.18137,9.33249,28.18137,9.33249,17.89468,17.89468,0
158,316,316,2019,3,1,9044,19.18,-99.03,28.45023,9.65237,28.45023,9.65237,18.15671,18.15671,0
159,318,318,2019,3,1,9045,19.18,-99.0,28.40195,9.62949,28.40195,9.62949,18.10962,18.10962,0
160,320,320,2019,3,1,9058,19.18,-99.02,28.43408,9.64493,28.43408,9.64493,18.14096,18.14096,0
161,322,322,2019,3,1,10001,24.64,-103.7,28.13336,10.22943,28.13336,10.22943,17.97949,17.97949,0
162,324,324,2019,3,1,10003,25.1,-106.57,28.52478,9.85626,28.52478,9.85626,18.61752,18.61752,2
163,326,326,2019,3,1,10004,25.27,-103.77,29.71802,10.77554,29.71802,10.77554,19.43591,19.43591,0
164,328,328,2019,3,1,10018,24.94,-106.26,26.2486,7.7529,26.2486,7.7529,16.65472,16.65472,3
165,330,330,2019,3,1,10031,24.52,-105.95,26.65826,7.814,26.65826,7.814,16.54065,16.54065,3
166,332,332,2019,3,1,10037,25.36,-106.7,27.49301,8.22873,27.49301,8.22873,17.28784,17.28784,3
167,334,334,2019,3,1,10042,24.17,-105.97,28.8999,10.27805,28.8999,10.27805,18.88354,18.88354,2
168,336,336,2019,3,1,10050,25.06,-106.53,28.10321,9.5029,28.10321,9.5029,18.26227,18.26227,3
169,338,338,2019,3,1,10052,24.54,-104.33,27.78049,7.79453,27.78049,7.79453,17.0206,17.0206,0
170,340,340,2019,3,1,10058,23.38,-105.37,29.24329,11.19464,29.24329,11.19464,19.10666,19.10666,2
171,342,342,2019,3,1,10064,24.15,-105.95,28.71344,10.10419,28.71344,10.10419,18.68503,18.68503,2
172,344,344,2019,3,1,10079,25.23,-106.73,29.21701,10.17487,29.21701,10.17487,19.11789,19.11789,2
173,346,346,2019,3,1,10082,24.94,-106.98,32.43954,13.96588,32.43954,13.96588,22.38397,22.38397,2
174,348,348,2019,3,1,10086,25.22,-106.57,27.51062,8.67636,27.51062,8.67636,17.44913,17.44913,3
175,350,350,2019,3,1,10091,25.1,-106.73,30.50195,11.69934,30.50195,11.69934,20.48825,20.48825,2
176,352,352,2019,3,1,10110,24.12,-104.29,27.84576,7.4545,27.84576,7.4545,16.72443,16.72443,0
177,354,354,2019,3,1,10122,24.89,-106.12,26.22937,7.55328,26.22937,7.55328,16.40375,16.40375,3
178,356,356,2019,3,1,10123,23.87,-105.62,26.8988,8.61624,26.8988,8.61624,16.96167,16.96167,3
179,358,358,2019,3,1,10148,24.71,-106.54,30.017,11.47021,30.017,11.47021,20.16962,20.16962,2
180,360,360,2019,3,1,11002,20.03,-100.71,28.24127,8.68967,28.24127,8.68967,17.65674,17.65674,0
181,362,362,2019,3,1,11003,20.51,-101.63,30.40878,10.87012,30.40878,10.87012,19.81342,19.81342,0
182,364,364,2019,3,1,11007,20.99,-101.23,29.22217,10.31134,29.22217,10.31134,18.6088,18.6088,0
183,366,366,2019,3,1,11025,21.23,-101.71,28.28992,10.45331,28.28992,10.45331,18.21716,18.21716,0
184,368,368,2019,3,1,11045,21.33,-101.64,27.99475,10.39258,27.99475,10.39258,18.0253,18.0253,0
185,370,370,2019,3,1,11046,21.55,-100.13,30.41058,12.52863,30.41058,12.52863,19.84314,19.84314,0
186,372,372,2019,3,1,11062,21.41,-100.39,29.9682,11.16571,29.9682,11.16571,19.26306,19.26306,0
187,374,374,2019,3,1,11063,21.51,-101.54,27.59222,10.20572,27.59222,10.20572,17.67123,17.67123,0
188,376,376,2019,3,1,11064,21.47,-100.87,29.11008,10.52798,29.11008,10.52798,18.56165,18.56165,0
189,378,378,2019,3,1,11065,21.47,-100.92,28.82458,10.43991,28.82458,10.43991,18.36078,18.36078,0
190,380,380,2019,3,1,11069,21.6,-101.23,27.63544,9.93613,27.63544,9.93613,17.46393,17.46393,0
191,382,382,2019,3,1,11070,21.07,-101.2,28.86905,10.23926,28.86905,10.23926,18.35284,18.35284,0
192,384,384,2019,3,1,11083,21.3,-100.09,30.02847,11.65625,30.02847,11.65625,19.45541,19.45541,0
193,386,386,2019,3,1,11085,20.83,-101.06,29.63727,10.2851,29.63727,10.2851,18.93726,18.93726,0
194,388,388,2019,3,1,11090,20.08,-100.42,27.89655,8.50775,27.89655,8.50775,17.41907,17.41907,0
195,390,390,2019,3,1,11094,21.02,-101.27,28.92889,10.27362,28.92889,10.27362,18.39587,18.39587,0
196,392,392,2019,3,1,11103,21.03,-101.26,28.9133,10.26993,28.9133,10.26993,18.38467,18.38467,0
197,394,394,2019,3,1,11114,20.04,-100.94,28.61591,9.21802,28.61591,9.21802,18.00397,18.00397,0
198,396,396,2019,3,1,11117,21.35,-101.63,27.93814,10.37964,27.93814,10.37964,17.98663,17.98663,0
199,398,398,2019,3,1,11130,21.06,-101.34,28.85455,10.27084,28.85455,10.27084,18.35306,18.35306,0
200,400,400,2019,3,1,11135,21.1,-101.4,28.76096,10.27267,28.76096,10.27267,18.30396,18.30396,0
201,402,402,2019,3,1,11139,20.18,-100.64,28.60397,8.85248,28.60397,8.85248,17.97937,17.97937,0
202,404,404,2019,3,1,11140,21.27,-101.14,28.31314,10.16266,28.31314,10.16266,17.98178,17.98178,0
203,406,406,2019,3,1,11141,21.17,-101.24,28.57355,10.20142,28.57355,10.20142,18.15344,18.15344,0
204,408,408,2019,3,1,11144,20.92,-100.43,29.6225,9.89948,29.6225,9.89948,18.91498,18.91498,0
205,410,410,2019,3,1,11145,20.4,-100.89,29.8205,9.73767,29.8205,9.73767,19.0509,19.0509,0
206,412,412,2019,3,1,11146,20.28,-101.36,29.98837,10.29489,29.98837,10.29489,19.22556,19.22556,0
207,414,414,2019,3,1,11155,20.98,-100.59,29.66254,9.83795,29.66254,9.83795,18.91959,18.91959,0
208,416,416,2019,3,1,11156,20.13,-101.03,29.09247,9.63589,29.09247,9.63589,18.42633,18.42633,0
209,418,418,2019,3,1,11158,20.05,-101.24,29.12201,9.83426,29.12201,9.83426,18.46588,18.46588,0
210,420,420,2019,3,1,12001,18.34,-100.07,33.09222,16.0972,33.09222,16.0972,23.89594,23.89594,1
211,422,422,2019,3,1,12005,17.45,-98.38,31.68417,13.45511,31.68417,13.45511,21.33966,21.33966,1
212,424,424,2019,3,1,12006,17.74,-99.33,33.00037,15.89478,33.00037,15.89478,23.21265,23.21265,1
213,426,426,2019,3,1,12012,16.97,-99.1,31.77606,19.26126,31.77606,19.26126,24.16232,24.16232,1
214,428,428,2019,3,1,12013,16.73,-98.6,31.89056,20.75061,31.89056,20.75061,25.12225,25.12225,1
215,430,430,2019,3,1,12015,18.55,-99.65,32.77704,14.98312,32.77704,14.98312,23.32123,23.32123,1
216,432,432,2019,3,1,12016,17.04,-100.12,30.47531,21.59747,30.47531,21.59747,24.84695,24.84695,1
217,434,434,2019,3,1,12017,17.59,-101.01,30.11667,20.59778,30.11667,20.59778,24.3558,24.3558,1
218,436,436,2019,3,1,12018,18.59,-99.93,31.96097,14.81815,31.96097,14.81815,22.78857,22.78857,1
219,438,438,2019,3,1,12020,17.33,-99.63,32.21405,17.59985,32.21405,17.59985,23.43152,23.43152,1
220,440,440,2019,3,1,12021,18.31,-101.74,33.0415,20.68149,33.0415,20.68149,25.67404,25.67404,1
221,442,442,2019,3,1,12023,18.03,-99.04,33.66406,15.65256,33.66406,15.65256,23.74927,23.74927,1
222,444,444,2019,3,1,12024,17.03,-100.05,30.55997,21.48721,30.55997,21.48721,24.80817,24.80817,1
223,446,446,2019,3,1,12026,17.28,-99.36,32.29895,17.57678,32.29895,17.57678,23.49915,23.49915,1
224,448,448,2019,3,1,12027,18.02,-101.14,32.73431,18.42822,32.73431,18.42822,24.26187,24.26187,1
225,450,450,2019,3,1,12030,18.3,-99.12,33.46094,15.53223,33.46094,15.53223,23.73825,23.73825,1
226,452,452,2019,3,1,12031,17.67,-99.7,32.86096,16.54413,32.86096,16.54413,23.31104,23.31104,1
227,454,454,2019,3,1,12034,17.72,-101.21,30.496,20.59698,30.496,20.59698,24.5426,24.5426,1
228,456,456,2019,3,1,12035,17.38,-99.97,32.01389,18.26495,32.01389,18.26495,23.60968,23.60968,1
229,458,458,2019,3,1,12037,18.1,-101.05,33.25409,18.3598,33.25409,18.3598,24.48508,24.48508,1
230,460,460,2019,3,1,12038,17.53,-100.94,30.20737,20.11426,30.20737,20.11426,24.08734,24.08734,1
231,462,462,2019,3,1,12039,17.13,-99.35,32.10239,18.86981,32.10239,18.86981,24.09583,24.09583,1
232,464,464,2019,3,1,12042,17.44,-100.88,30.04218,20.16653,30.04218,20.16653,24.02048,24.02048,1
233,466,466,2019,3,1,12045,17.45,-99.03,32.16217,14.85187,32.16217,14.85187,22.14557,22.14557,1
234,468,468,2019,3,1,12046,18.31,-99.33,33.45673,15.53662,33.45673,15.53662,23.81772,23.81772,1
235,470,470,2019,3,1,12049,17.45,-99.86,32.27051,17.58582,32.27051,17.58582,23.35699,23.35699,1
236,472,472,2019,3,1,12050,16.93,-99.62,31.18353,21.16376,31.18353,21.16376,24.98285,24.98285,1
237,474,474,2019,3,1,12051,17.8,-99.91,33.27039,16.92496,33.27039,16.92496,23.86896,23.86896,1
238,476,476,2019,3,1,12053,17.01,-99.46,31.91028,19.72919,31.91028,19.72919,24.46881,24.46881,1
239,478,478,2019,3,1,12054,17.82,-101.08,31.54758,19.48441,31.54758,19.48441,24.37195,24.37195,1
240,480,480,2019,3,1,12057,17.24,-98.67,31.83191,15.39624,31.83191,15.39624,22.23776,22.23776,1
241,482,482,2019,3,1,12059,17.34,-99.1,32.19418,16.03644,32.19418,16.03644,22.711,22.711,1
